identifier,latitude,longitude,feature,taille
18109,64.75,32.25,FEATURE_FOREST,1.38608916
18110,64.75,32.25,FEATURE_FOREST,2.09625514
18111,64.75,32.25,FEATURE_FOREST,2.39550747
18112,64.75,32.75,FEATURE_FOREST,1.27932169
18113,64.75,32.75,FEATURE_FOREST,1.4596666
18114,64.75,32.75,FEATURE_FOREST,1.49489021
18115,64.75,32.75,FEATURE_FOREST,2.22331457
18116,64.75,33.25,FEATURE_FOREST,1.31327903
18117,64.75,33.25,FEATURE_FOREST,1.90278998
18118,64.75,33.25,FEATURE_FOREST,2.94999575
18119,64.75,33.75,FEATURE_FOREST,1.52114014
18120,64.75,33.75,FEATURE_FOREST,2.52978563
18121,64.75,33.75,FEATURE_FOREST,2.5356227
18122,64.75,34.25,FEATURE_FOREST,1.06205538
18123,64.75,34.25,FEATURE_FOREST,1.27867044
18124,64.75,34.25,FEATURE_FOREST,1.75037066
18125,64.75,34.25,FEATURE_FOREST,2.64877815
18126,64.75,34.75,FEATURE_FOREST,1.0944996
18127,64.75,34.75,FEATURE_FOREST,1.24240828
18128,64.75,34.75,FEATURE_FOREST,1.45009169
18129,64.75,36.75,FEATURE_FOREST,3.66176629
18130,64.75,37.25,FEATURE_FOREST,1.35692633
18131,64.75,37.25,FEATURE_FOREST,5.06879136
18132,64.75,37.75,FEATURE_FOREST,4.86502223
18133,64.75,38.75,FEATURE_FOREST,3.02020721
18134,64.75,40.75,FEATURE_FOREST,2.01737575
18135,64.75,40.75,FEATURE_FOREST,3.60145334
18136,64.75,41.25,FEATURE_FOREST,2.53213081
18137,64.75,41.25,FEATURE_FOREST,3.43005693
18138,64.75,41.75,FEATURE_FOREST,2.17763614
18139,64.75,41.75,FEATURE_FOREST,2.42990418
18140,64.75,42.25,FEATURE_FOREST,1.67186719
18141,64.75,42.25,FEATURE_FOREST,2.8404462
18142,64.75,42.75,FEATURE_FOREST,1.32521517
18143,64.75,42.75,FEATURE_FOREST,4.14889611
18144,64.75,43.25,FEATURE_FOREST,3.68106094
18145,64.75,43.75,FEATURE_FOREST,1.09561842
18146,64.75,43.75,FEATURE_FOREST,1.39578785
18147,64.75,43.75,FEATURE_FOREST,2.82959716
18148,64.75,44.25,FEATURE_FOREST,2.67444499
18149,64.75,44.75,FEATURE_FOREST,1.32427032
18150,64.75,44.75,FEATURE_FOREST,2.7688247
18151,64.75,45.25,FEATURE_FOREST,4.69230564
18152,64.75,45.75,FEATURE_FOREST,3.39063986
18153,64.75,46.25,FEATURE_FOREST,1.02758964
18154,64.75,46.25,FEATURE_FOREST,3.76544586
18155,64.75,46.75,FEATURE_FOREST,3.92505425
18156,64.75,47.25,FEATURE_FOREST,4.18445003
18157,64.75,47.75,FEATURE_FOREST,4.81513147
18158,64.75,48.25,FEATURE_FOREST,4.01293003
18159,64.75,48.75,FEATURE_FOREST,4.10197748
18160,64.75,49.25,FEATURE_FOREST,3.36889782
18161,64.75,49.75,FEATURE_FOREST,1.94027299
18162,64.75,49.75,FEATURE_FOREST,3.41041102
18163,64.75,50.25,FEATURE_FOREST,1.74169641
18164,64.75,50.25,FEATURE_FOREST,2.71978033
18165,64.75,50.75,FEATURE_FOREST,3.57784479
18166,64.75,51.25,FEATURE_FOREST,1.11413197
18167,64.75,51.25,FEATURE_FOREST,3.60379816
18168,64.75,51.75,FEATURE_FOREST,1.20955676
18169,64.75,51.75,FEATURE_FOREST,4.34336919
18170,64.75,52.25,FEATURE_FOREST,1.29003253
18171,64.75,52.25,FEATURE_FOREST,3.75949383
18172,64.75,52.75,FEATURE_FOREST,3.56809498
18173,64.75,53.25,FEATURE_FOREST,4.04488897
18174,64.75,53.75,FEATURE_FOREST,4.42361608
18175,64.75,54.25,FEATURE_FOREST,4.24567416
18176,64.75,54.75,FEATURE_FOREST,3.53694659
18177,64.75,55.25,FEATURE_FOREST,2.51409973
18178,64.75,55.75,FEATURE_FOREST,2.5073501
18179,64.75,56.25,FEATURE_FOREST,3.24558514
18180,64.75,56.75,FEATURE_FOREST,3.03303719
18181,64.75,57.25,FEATURE_FOREST,1.02062404
18182,64.75,57.75,FEATURE_FOREST,1.57047553
18183,64.75,58.25,FEATURE_FOREST,1.34436228
18184,64.75,73.75,FEATURE_FOREST,1.01296046
18185,64.75,86.25,FEATURE_FOREST,1.39938368
18186,64.75,86.75,FEATURE_FOREST,1.37769919
18187,64.75,87.25,FEATURE_FOREST,1.51727529
18188,64.75,87.75,FEATURE_FOREST,1.70924217
18189,64.75,88.25,FEATURE_FOREST,1.84038814
18190,64.75,88.75,FEATURE_FOREST,1.52809968
18191,64.75,91.25,FEATURE_FOREST,1.11266104
18192,64.75,91.75,FEATURE_FOREST,1.19992366
18193,64.75,92.25,FEATURE_FOREST,1.42189608
18194,64.75,92.75,FEATURE_FOREST,1.13113407
18195,64.75,93.25,FEATURE_FOREST,1.16573904
18196,64.75,93.75,FEATURE_FOREST,1.36837675
18197,64.75,94.25,FEATURE_FOREST,1.28681151
18198,64.75,94.75,FEATURE_FOREST,1.33674356
18199,64.75,95.25,FEATURE_FOREST,1.25136317
18200,64.75,95.75,FEATURE_FOREST,1.40542337
18201,64.75,96.25,FEATURE_FOREST,1.46566235
18202,64.75,96.75,FEATURE_FOREST,1.05164654
18203,64.75,97.25,FEATURE_FOREST,1.57794891
18204,64.75,97.75,FEATURE_FOREST,1.60967759
18205,64.75,98.25,FEATURE_FOREST,1.31326245
18206,64.75,98.75,FEATURE_FOREST,1.28096918
18207,64.75,99.25,FEATURE_FOREST,1.42317991
18208,64.75,99.75,FEATURE_FOREST,1.33991171
18209,64.75,100.25,FEATURE_FOREST,1.72776401
18210,64.75,100.75,FEATURE_FOREST,1.6478647
18211,64.75,101.25,FEATURE_FOREST,1.77114114
18212,64.75,101.75,FEATURE_FOREST,1.27041791
18213,64.75,102.25,FEATURE_FOREST,1.55225903
18214,64.75,102.75,FEATURE_FOREST,1.25815113
18215,64.75,103.25,FEATURE_FOREST,1.54557765
18216,64.75,103.75,FEATURE_FOREST,1.33558631
18217,64.75,104.25,FEATURE_FOREST,1.37472245
18218,64.75,104.75,FEATURE_FOREST,1.54246405
18219,64.75,105.25,FEATURE_FOREST,1.43339916
18220,64.75,105.75,FEATURE_FOREST,1.59304927
18221,64.75,106.75,FEATURE_FOREST,1.3421105
18222,64.75,107.25,FEATURE_FOREST,1.90414292
18223,64.75,107.75,FEATURE_FOREST,1.76027892
18224,64.75,108.25,FEATURE_FOREST,1.46098187
18225,64.75,108.75,FEATURE_FOREST,1.02258718
18226,64.75,109.25,FEATURE_FOREST,1.4389191
18227,64.75,109.75,FEATURE_FOREST,1.39476226
18228,64.75,111.75,FEATURE_FOREST,1.21804033
18229,64.75,112.75,FEATURE_FOREST,2.2583829
18230,64.75,113.25,FEATURE_FOREST,2.3028254
18231,64.75,113.75,FEATURE_FOREST,4.4417224
18232,64.75,114.25,FEATURE_FOREST,1.64934298
18233,64.75,114.25,FEATURE_FOREST,1.67095387
18234,64.75,114.25,FEATURE_FOREST,2.53971157
18235,64.75,114.75,FEATURE_FOREST,1.31574619
18236,64.75,114.75,FEATURE_FOREST,1.37387152
18237,64.75,114.75,FEATURE_FOREST,1.53239516
18238,64.75,114.75,FEATURE_FOREST,2.09356883
18239,64.75,115.25,FEATURE_FOREST,1.30046015
18240,64.75,115.25,FEATURE_FOREST,1.31528625
18241,64.75,115.25,FEATURE_FOREST,1.64146029
18242,64.75,115.25,FEATURE_FOREST,2.6326905
18243,64.75,115.75,FEATURE_FOREST,1.67360517
18244,64.75,115.75,FEATURE_FOREST,2.10989116
18245,64.75,115.75,FEATURE_FOREST,2.62275391
18246,64.75,116.25,FEATURE_FOREST,1.020452
18247,64.75,116.25,FEATURE_FOREST,1.17260687
18248,64.75,116.25,FEATURE_FOREST,2.51359846
18249,64.75,116.25,FEATURE_FOREST,2.62416433
18250,64.75,116.75,FEATURE_FOREST,1.21750185
18251,64.75,116.75,FEATURE_FOREST,2.65516861
18252,64.75,116.75,FEATURE_FOREST,2.97070451
18253,64.75,117.25,FEATURE_FOREST,1.83696181
18254,64.75,117.25,FEATURE_FOREST,3.19695088
18255,64.75,117.25,FEATURE_FOREST,3.39843074
18256,64.75,117.75,FEATURE_FOREST,2.5486636
18257,64.75,117.75,FEATURE_FOREST,4.44636082
18258,64.75,118.25,FEATURE_FOREST,3.53333746
18259,64.75,118.25,FEATURE_FOREST,4.28395346
18260,64.75,118.75,FEATURE_FOREST,2.13884421
18261,64.75,118.75,FEATURE_FOREST,2.54410987
18262,64.75,118.75,FEATURE_FOREST,3.81199754
18263,64.75,119.25,FEATURE_FOREST,1.36066266
18264,64.75,119.25,FEATURE_FOREST,1.59907396
18265,64.75,119.25,FEATURE_FOREST,5.10436436
18266,64.75,119.75,FEATURE_FOREST,1.41965796
18267,64.75,119.75,FEATURE_FOREST,1.74879041
18268,64.75,119.75,FEATURE_FOREST,1.83765617
18269,64.75,119.75,FEATURE_FOREST,1.99344553
18270,64.75,119.75,FEATURE_FOREST,2.06585467
18271,64.75,120.25,FEATURE_FOREST,2.53511945
18272,64.75,120.25,FEATURE_FOREST,3.05009829
18273,64.75,120.75,FEATURE_FOREST,1.04389883
18274,64.75,120.75,FEATURE_FOREST,1.35159601
18275,64.75,120.75,FEATURE_FOREST,1.52093271
18276,64.75,120.75,FEATURE_FOREST,1.75325441
18277,64.75,120.75,FEATURE_FOREST,2.52456244
18278,64.75,121.25,FEATURE_FOREST,2.83931772
18279,64.75,121.25,FEATURE_FOREST,2.97416904
18280,64.75,121.75,FEATURE_FOREST,2.9102275
18281,64.75,121.75,FEATURE_FOREST,2.97790721
18282,64.75,122.25,FEATURE_FOREST,1.58286455
18283,64.75,122.75,FEATURE_FOREST,1.19517212
18284,64.75,123.25,FEATURE_FOREST,1.96191759
18285,64.75,123.75,FEATURE_FOREST,1.39564103
18286,64.75,124.75,FEATURE_FOREST,1.22641646
18287,64.75,125.75,FEATURE_FOREST,1.26902177
18288,64.75,126.25,FEATURE_FOREST,1.05447061
18289,64.75,126.75,FEATURE_FOREST,1.09573069
18290,64.75,133.25,FEATURE_FOREST,1.0846743
18291,64.75,133.75,FEATURE_FOREST,1.03803553
18292,64.75,134.25,FEATURE_FOREST,1.04809724
18293,64.75,134.75,FEATURE_FOREST,1.06523678
18294,64.75,136.25,FEATURE_FOREST,1.11171681
18295,64.75,136.75,FEATURE_FOREST,1.12706468
18296,64.75,137.25,FEATURE_FOREST,1.08844325
18297,64.75,137.75,FEATURE_FOREST,1.08515427
18298,64.75,138.25,FEATURE_FOREST,1.09826684
18299,64.75,138.75,FEATURE_FOREST,1.13683745
18300,64.75,139.25,FEATURE_FOREST,1.21483065
18301,64.75,142.25,FEATURE_FOREST,1.38192192
18302,64.75,144.25,FEATURE_FOREST,1.15946203
18303,64.75,145.25,FEATURE_FOREST,1.09248832
18304,64.75,162.25,FEATURE_FOREST,1.03533685
18305,64.75,162.75,FEATURE_FOREST,1.03807807
18306,64.75,163.25,FEATURE_FOREST,1.03400506
18307,64.75,163.75,FEATURE_FOREST,1.0278327
18308,64.75,164.75,FEATURE_FOREST,1.03171445
18309,64.75,165.75,FEATURE_FOREST,1.00711986
18310,64.75,166.75,FEATURE_FOREST,1.07085079
18311,64.75,167.25,FEATURE_FOREST,1.01080723
18312,64.75,167.75,FEATURE_FOREST,1.05417602
18313,64.75,168.25,FEATURE_FOREST,1.0123758
18314,64.75,168.25,FEATURE_FOREST,1.09617531
18315,64.75,173.75,FEATURE_FOREST,1.17064654
18316,64.75,174.25,FEATURE_FOREST,1.10580259
18317,65.25,-174.75,FEATURE_FOREST,1.00900106
18318,65.25,-172.75,FEATURE_FOREST,1.02074623
18319,65.25,-163.75,FEATURE_FOREST,1.0145469
18320,65.25,-113.25,FEATURE_FOREST,1.0853
18321,65.25,-112.75,FEATURE_FOREST,1.1046
18322,65.25,-112.25,FEATURE_FOREST,1.1166
18323,65.25,-111.75,FEATURE_FOREST,1.1472
18324,65.25,-111.25,FEATURE_FOREST,1.1579
18325,65.25,-110.75,FEATURE_FOREST,1.3428
18326,65.25,-110.25,FEATURE_FOREST,1.122
18327,65.25,-109.75,FEATURE_FOREST,1.3979
18328,65.25,-109.25,FEATURE_FOREST,1.3166
18329,65.25,-108.75,FEATURE_FOREST,1.2239
18330,65.25,-108.25,FEATURE_FOREST,1.0876
18331,65.25,-107.75,FEATURE_FOREST,1.0359
18332,65.25,-107.25,FEATURE_FOREST,1.025
18333,65.25,-106.75,FEATURE_FOREST,1.0013
18334,65.25,-106.25,FEATURE_FOREST,1.047
18335,65.25,-105.75,FEATURE_FOREST,1.0219
18336,65.25,-105.25,FEATURE_FOREST,1.0054
18337,65.25,-104.75,FEATURE_FOREST,1.0423
18338,65.25,-103.75,FEATURE_FOREST,1.0111
18339,65.25,-103.75,FEATURE_FOREST,1.0785
18340,65.25,-103.25,FEATURE_FOREST,1.1016
18341,65.25,-102.75,FEATURE_FOREST,1.1432
18342,65.25,-102.25,FEATURE_FOREST,1.0908
18343,65.25,-101.75,FEATURE_FOREST,1.0397
18344,65.25,-101.25,FEATURE_FOREST,1.0757
18345,65.25,-100.75,FEATURE_FOREST,1.0303
18346,65.25,-100.25,FEATURE_FOREST,1.0091
18347,65.25,-98.75,FEATURE_FOREST,1.011
18348,65.25,-98.25,FEATURE_FOREST,1.0924
18349,65.25,-97.75,FEATURE_FOREST,1.1261
18350,65.25,-97.25,FEATURE_FOREST,1.1736
18351,65.25,-96.75,FEATURE_FOREST,1.1394
18352,65.25,-96.25,FEATURE_FOREST,1.1787
18353,65.25,-95.75,FEATURE_FOREST,1.1902
18354,65.25,-95.25,FEATURE_FOREST,1.0787
18355,65.25,-94.75,FEATURE_FOREST,1.0087
18356,65.25,-94.25,FEATURE_FOREST,1.0682
18357,65.25,-93.75,FEATURE_FOREST,1.0279
18358,65.25,-92.75,FEATURE_FOREST,1.0521
18359,65.25,-92.25,FEATURE_FOREST,1.0714
18360,65.25,-91.75,FEATURE_FOREST,1.0034
18361,65.25,-73.75,FEATURE_FOREST,1.0096
18362,65.25,-15.25,FEATURE_FOREST,1.02203
18363,65.25,-14.75,FEATURE_FOREST,1.12941
18364,65.25,-14.25,FEATURE_FOREST,1.6796
18365,65.25,-13.75,FEATURE_FOREST,1.11381
18366,65.25,17.25,FEATURE_FOREST,1.00395049
18367,65.25,17.75,FEATURE_FOREST,1.05707234
18368,65.25,17.75,FEATURE_FOREST,1.2009728
18369,65.25,18.25,FEATURE_FOREST,1.03494669
18370,65.25,18.25,FEATURE_FOREST,1.17583516
18371,65.25,18.75,FEATURE_FOREST,1.04304646
18372,65.25,18.75,FEATURE_FOREST,1.18503756
18373,65.25,19.25,FEATURE_FOREST,1.11807138
18374,65.25,19.25,FEATURE_FOREST,1.27027571
18375,65.25,19.75,FEATURE_FOREST,1.18293513
18376,65.25,19.75,FEATURE_FOREST,1.34396943
18377,65.25,20.25,FEATURE_FOREST,1.20733354
18378,65.25,20.25,FEATURE_FOREST,1.37168923
18379,65.25,20.75,FEATURE_FOREST,1.23722769
18380,65.25,20.75,FEATURE_FOREST,1.40565291
18381,65.25,21.25,FEATURE_FOREST,1.12582334
18382,65.25,21.25,FEATURE_FOREST,1.27908295
18383,65.25,29.75,FEATURE_FOREST,1.97145118
18384,65.25,29.75,FEATURE_FOREST,2.41238573
18385,65.25,29.75,FEATURE_FOREST,3.18493221
18386,65.25,30.25,FEATURE_FOREST,1.21842782
18387,65.25,30.25,FEATURE_FOREST,5.24579957
18388,65.25,30.75,FEATURE_FOREST,1.57746486
18389,65.25,30.75,FEATURE_FOREST,1.71458562
18390,65.25,30.75,FEATURE_FOREST,3.0950114
18391,65.25,31.25,FEATURE_FOREST,1.93216568
18392,65.25,31.25,FEATURE_FOREST,2.74365294
18393,65.25,31.75,FEATURE_FOREST,1.68841922
18394,65.25,31.75,FEATURE_FOREST,1.86809665
18395,65.25,31.75,FEATURE_FOREST,2.3934131
18396,65.25,32.25,FEATURE_FOREST,1.50077321
18397,65.25,32.25,FEATURE_FOREST,1.99768474
18398,65.25,32.25,FEATURE_FOREST,2.18339915
18399,65.25,32.75,FEATURE_FOREST,1.20763595
18400,65.25,32.75,FEATURE_FOREST,1.40971694
18401,65.25,32.75,FEATURE_FOREST,2.1549916
18402,65.25,33.25,FEATURE_FOREST,1.30905636
18403,65.25,33.25,FEATURE_FOREST,2.96450918
18404,65.25,33.75,FEATURE_FOREST,1.33268393
18405,65.25,33.75,FEATURE_FOREST,1.43652603
18406,65.25,33.75,FEATURE_FOREST,1.80143983
18407,65.25,34.25,FEATURE_FOREST,1.07079525
18408,65.25,34.25,FEATURE_FOREST,1.21595587
18409,65.25,34.25,FEATURE_FOREST,1.42588168
18410,65.25,40.25,FEATURE_FOREST,2.64771398
18411,65.25,40.25,FEATURE_FOREST,2.73247651
18412,65.25,40.75,FEATURE_FOREST,1.95136719
18413,65.25,40.75,FEATURE_FOREST,2.65700599
18414,65.25,41.25,FEATURE_FOREST,1.25077439
18415,65.25,41.25,FEATURE_FOREST,1.35464114
18416,65.25,41.25,FEATURE_FOREST,2.06202841
18417,65.25,41.75,FEATURE_FOREST,1.08507638
18418,65.25,41.75,FEATURE_FOREST,2.24716559
18419,65.25,41.75,FEATURE_FOREST,2.27360283
18420,65.25,42.25,FEATURE_FOREST,1.05579879
18421,65.25,42.25,FEATURE_FOREST,1.34203758
18422,65.25,42.25,FEATURE_FOREST,4.36396835
18423,65.25,42.75,FEATURE_FOREST,4.53794328
18424,65.25,43.25,FEATURE_FOREST,1.14190983
18425,65.25,43.25,FEATURE_FOREST,2.95432239
18426,65.25,43.75,FEATURE_FOREST,2.01677161
18427,65.25,43.75,FEATURE_FOREST,2.39924595
18428,65.25,44.25,FEATURE_FOREST,2.09362382
18429,65.25,44.25,FEATURE_FOREST,2.49498628
18430,65.25,44.75,FEATURE_FOREST,1.39191316
18431,65.25,44.75,FEATURE_FOREST,3.23857697
18432,65.25,45.25,FEATURE_FOREST,1.09497972
18433,65.25,45.25,FEATURE_FOREST,2.16400233
18434,65.25,45.75,FEATURE_FOREST,2.56182687
18435,65.25,46.25,FEATURE_FOREST,3.00717253
18436,65.25,46.75,FEATURE_FOREST,1.32228938
18437,65.25,46.75,FEATURE_FOREST,2.72471751
18438,65.25,47.25,FEATURE_FOREST,1.18299491
18439,65.25,47.25,FEATURE_FOREST,2.41330962
18440,65.25,47.75,FEATURE_FOREST,1.03643582
18441,65.25,47.75,FEATURE_FOREST,2.89326169
18442,65.25,48.25,FEATURE_FOREST,1.54480174
18443,65.25,48.25,FEATURE_FOREST,2.89195876
18444,65.25,48.75,FEATURE_FOREST,1.52449074
18445,65.25,48.75,FEATURE_FOREST,2.26847874
18446,65.25,49.25,FEATURE_FOREST,1.60294358
18447,65.25,49.25,FEATURE_FOREST,2.54764654
18448,65.25,49.75,FEATURE_FOREST,1.21471264
18449,65.25,49.75,FEATURE_FOREST,2.17769385
18450,65.25,50.25,FEATURE_FOREST,1.88416952
18451,65.25,50.25,FEATURE_FOREST,2.97037614
18452,65.25,50.75,FEATURE_FOREST,1.84819086
18453,65.25,50.75,FEATURE_FOREST,3.16478423
18454,65.25,51.25,FEATURE_FOREST,1.39946087
18455,65.25,51.25,FEATURE_FOREST,3.23572952
18456,65.25,51.75,FEATURE_FOREST,1.52167649
18457,65.25,51.75,FEATURE_FOREST,2.78219784
18458,65.25,52.25,FEATURE_FOREST,1.69644706
18459,65.25,52.25,FEATURE_FOREST,2.09497483
18460,65.25,52.75,FEATURE_FOREST,1.21180843
18461,65.25,52.75,FEATURE_FOREST,2.46765296
18462,65.25,53.25,FEATURE_FOREST,1.02933709
18463,65.25,53.25,FEATURE_FOREST,2.86322169
18464,65.25,53.75,FEATURE_FOREST,2.85738602
18465,65.25,54.25,FEATURE_FOREST,2.51344188
18466,65.25,54.75,FEATURE_FOREST,2.16075004
18467,65.25,55.25,FEATURE_FOREST,2.03737675
18468,65.25,55.75,FEATURE_FOREST,1.35749847
18469,65.25,55.75,FEATURE_FOREST,1.46038257
18470,65.25,56.25,FEATURE_FOREST,1.38710213
18471,65.25,56.75,FEATURE_FOREST,1.28978124
18472,65.25,57.25,FEATURE_FOREST,1.06870888
18473,65.25,59.25,FEATURE_FOREST,1.48828908
18474,65.25,63.25,FEATURE_FOREST,1.13812032
18475,65.25,64.25,FEATURE_FOREST,1.1673347
18476,65.25,81.75,FEATURE_FOREST,1.09021944
18477,65.25,83.75,FEATURE_FOREST,1.09880509
18478,65.25,84.25,FEATURE_FOREST,1.00378456
18479,65.25,84.75,FEATURE_FOREST,1.48555258
18480,65.25,85.25,FEATURE_FOREST,1.65783993
18481,65.25,85.75,FEATURE_FOREST,1.35290595
18482,65.25,86.25,FEATURE_FOREST,1.20150145
18483,65.25,86.75,FEATURE_FOREST,1.62124161
18484,65.25,87.25,FEATURE_FOREST,1.54784481
18485,65.25,87.75,FEATURE_FOREST,1.62838505
18486,65.25,88.25,FEATURE_FOREST,1.75869104
18487,65.25,88.75,FEATURE_FOREST,1.06887663
18488,65.25,89.75,FEATURE_FOREST,1.00737139
18489,65.25,90.25,FEATURE_FOREST,1.18055948
18490,65.25,90.75,FEATURE_FOREST,1.09551465
18491,65.25,93.25,FEATURE_FOREST,1.14450651
18492,65.25,93.75,FEATURE_FOREST,1.21843157
18493,65.25,94.25,FEATURE_FOREST,1.03988621
18494,65.25,94.75,FEATURE_FOREST,1.16957829
18495,65.25,95.25,FEATURE_FOREST,1.16601674
18496,65.25,95.75,FEATURE_FOREST,1.46524366
18497,65.25,96.25,FEATURE_FOREST,1.0044587
18498,65.25,96.75,FEATURE_FOREST,1.26532931
18499,65.25,97.25,FEATURE_FOREST,1.32424901
18500,65.25,97.75,FEATURE_FOREST,1.11652873
18501,65.25,98.25,FEATURE_FOREST,1.45531806
18502,65.25,99.75,FEATURE_FOREST,1.35380939
18503,65.25,100.25,FEATURE_FOREST,1.45816579
18504,65.25,100.75,FEATURE_FOREST,1.54153342
18505,65.25,101.25,FEATURE_FOREST,1.46376761
18506,65.25,101.75,FEATURE_FOREST,1.55710943
18507,65.25,102.75,FEATURE_FOREST,1.38246268
18508,65.25,103.25,FEATURE_FOREST,1.31906003
18509,65.25,103.75,FEATURE_FOREST,1.03753082
18510,65.25,104.25,FEATURE_FOREST,1.25764161
18511,65.25,104.75,FEATURE_FOREST,1.2368298
18512,65.25,105.25,FEATURE_FOREST,1.3553015
18513,65.25,105.75,FEATURE_FOREST,1.3914635
18514,65.25,106.25,FEATURE_FOREST,1.21973907
18515,65.25,108.25,FEATURE_FOREST,1.37337197
18516,65.25,112.75,FEATURE_FOREST,1.27404198
18517,65.25,113.25,FEATURE_FOREST,1.17733054
18518,65.25,113.75,FEATURE_FOREST,1.29972845
18519,65.25,114.25,FEATURE_FOREST,1.20374781
18520,65.25,114.25,FEATURE_FOREST,1.21996771
18521,65.25,114.25,FEATURE_FOREST,1.23792545
18522,65.25,114.75,FEATURE_FOREST,1.62977095
18523,65.25,114.75,FEATURE_FOREST,1.71122378
18524,65.25,114.75,FEATURE_FOREST,1.85769596
18525,65.25,115.25,FEATURE_FOREST,1.02931514
18526,65.25,115.25,FEATURE_FOREST,1.78157754
18527,65.25,115.25,FEATURE_FOREST,1.83753853
18528,65.25,115.25,FEATURE_FOREST,2.0430346
18529,65.25,115.75,FEATURE_FOREST,1.10706503
18530,65.25,115.75,FEATURE_FOREST,1.69346517
18531,65.25,115.75,FEATURE_FOREST,1.77172141
18532,65.25,115.75,FEATURE_FOREST,1.85832499
18533,65.25,115.75,FEATURE_FOREST,1.86145524
18534,65.25,116.25,FEATURE_FOREST,1.44383335
18535,65.25,116.25,FEATURE_FOREST,1.77771361
18536,65.25,116.25,FEATURE_FOREST,1.9595591
18537,65.25,116.25,FEATURE_FOREST,2.6730294
18538,65.25,116.75,FEATURE_FOREST,1.56699295
18539,65.25,116.75,FEATURE_FOREST,1.9115774
18540,65.25,116.75,FEATURE_FOREST,3.2215758
18541,65.25,117.25,FEATURE_FOREST,1.06761383
18542,65.25,117.25,FEATURE_FOREST,1.20283146
18543,65.25,117.25,FEATURE_FOREST,1.39556704
18544,65.25,117.25,FEATURE_FOREST,3.69729402
18545,65.25,117.75,FEATURE_FOREST,1.00204224
18546,65.25,117.75,FEATURE_FOREST,1.767278
18547,65.25,117.75,FEATURE_FOREST,2.25733585
18548,65.25,117.75,FEATURE_FOREST,2.64762802
18549,65.25,118.25,FEATURE_FOREST,1.22404572
18550,65.25,118.25,FEATURE_FOREST,1.32986786
18551,65.25,118.25,FEATURE_FOREST,2.37608875
18552,65.25,118.25,FEATURE_FOREST,2.82446914
18553,65.25,118.75,FEATURE_FOREST,1.49823801
18554,65.25,118.75,FEATURE_FOREST,2.06286852
18555,65.25,118.75,FEATURE_FOREST,4.02365695
18556,65.25,119.25,FEATURE_FOREST,1.30036285
18557,65.25,119.25,FEATURE_FOREST,1.42759404
18558,65.25,119.25,FEATURE_FOREST,4.6845121
18559,65.25,119.75,FEATURE_FOREST,1.44125183
18560,65.25,119.75,FEATURE_FOREST,2.85738801
18561,65.25,119.75,FEATURE_FOREST,3.22059893
18562,65.25,120.25,FEATURE_FOREST,2.38822663
18563,65.25,120.25,FEATURE_FOREST,2.87483302
18564,65.25,120.25,FEATURE_FOREST,3.12074117
18565,65.25,120.75,FEATURE_FOREST,1.6416608
18566,65.25,120.75,FEATURE_FOREST,2.0570933
18567,65.25,120.75,FEATURE_FOREST,2.07114175
18568,65.25,120.75,FEATURE_FOREST,2.74546697
18569,65.25,121.25,FEATURE_FOREST,1.55767986
18570,65.25,121.25,FEATURE_FOREST,2.28261912
18571,65.25,121.25,FEATURE_FOREST,2.64558325
18572,65.25,121.75,FEATURE_FOREST,1.29477044
18573,65.25,121.75,FEATURE_FOREST,1.59215894
18574,65.25,121.75,FEATURE_FOREST,2.15997969
18575,65.25,122.25,FEATURE_FOREST,1.15125563
18576,65.25,122.25,FEATURE_FOREST,1.24927142
18577,65.25,122.25,FEATURE_FOREST,1.2853825
18578,65.25,122.25,FEATURE_FOREST,1.84424445
18579,65.25,122.75,FEATURE_FOREST,1.16444668
18580,65.25,123.75,FEATURE_FOREST,1.64358154
18581,65.25,125.75,FEATURE_FOREST,1.77458592
18582,65.25,129.25,FEATURE_FOREST,1.0791447
18583,65.25,130.75,FEATURE_FOREST,1.16524078
18584,65.25,132.25,FEATURE_FOREST,1.04941718
18585,65.25,133.25,FEATURE_FOREST,1.10554181
18586,65.25,133.75,FEATURE_FOREST,1.11793332
18587,65.25,134.25,FEATURE_FOREST,1.07053727
18588,65.25,137.25,FEATURE_FOREST,1.07446462
18589,65.25,140.25,FEATURE_FOREST,1.08868092
18590,65.25,140.75,FEATURE_FOREST,1.0692279
18591,65.25,141.25,FEATURE_FOREST,1.11819029
18592,65.25,147.75,FEATURE_FOREST,1.01663068
18593,65.25,160.25,FEATURE_FOREST,1.07995216
18594,65.25,162.25,FEATURE_FOREST,1.00886211
18595,65.25,162.25,FEATURE_FOREST,1.01189725
18596,65.25,163.25,FEATURE_FOREST,1.02912843
18597,65.25,163.75,FEATURE_FOREST,1.02205001
18598,65.25,164.75,FEATURE_FOREST,1.00367583
18599,65.25,164.75,FEATURE_FOREST,1.01519898
18600,65.25,165.25,FEATURE_FOREST,1.00753389
18601,65.25,165.75,FEATURE_FOREST,1.01755701
18602,65.25,166.25,FEATURE_FOREST,1.01676501
18603,65.25,166.75,FEATURE_FOREST,1.04706928
18604,65.25,167.25,FEATURE_FOREST,1.02034599
18605,65.25,169.25,FEATURE_FOREST,1.03828445
18606,65.25,170.25,FEATURE_FOREST,1.01547487
18607,65.25,172.75,FEATURE_FOREST,1.17379062
