identifier,latitude,longitude,feature,taille
547,-23.25,-60.75,FEATURE_JUNGLE,3.37804649
548,-23.25,-60.25,FEATURE_JUNGLE,2.229944
549,-23.25,-60.25,FEATURE_JUNGLE,3.10288303
550,-23.25,-58.25,FEATURE_JUNGLE,2.28158708
551,-23.25,-57.75,FEATURE_JUNGLE,2.76957912
552,-23.25,-56.25,FEATURE_JUNGLE,2.44680908
553,-23.25,-49.25,FEATURE_JUNGLE,2.17725981
554,-23.25,-48.75,FEATURE_JUNGLE,2.39479051
555,-23.25,-46.75,FEATURE_JUNGLE,2.40464525
556,-23.25,-46.25,FEATURE_JUNGLE,3.01630415
557,-23.25,-45.75,FEATURE_JUNGLE,2.43939716
558,-23.25,-45.25,FEATURE_JUNGLE,3.05165049
559,-23.25,21.25,FEATURE_JUNGLE,2.00079703
560,-23.25,46.75,FEATURE_JUNGLE,2.48962625
561,-22.75,-64.75,FEATURE_JUNGLE,6.28817038
562,-22.75,-64.25,FEATURE_JUNGLE,5.02171472
563,-22.75,-63.25,FEATURE_JUNGLE,8.11141135
564,-22.75,-62.75,FEATURE_JUNGLE,8.89285251
565,-22.75,-62.25,FEATURE_JUNGLE,3.8708661
566,-22.75,-61.75,FEATURE_JUNGLE,8.08014814
567,-22.75,-61.25,FEATURE_JUNGLE,2.36486755
568,-22.75,-61.25,FEATURE_JUNGLE,6.11310533
569,-22.75,-60.75,FEATURE_JUNGLE,2.95890732
570,-22.75,-58.25,FEATURE_JUNGLE,2.18411917
571,-22.75,-58.25,FEATURE_JUNGLE,2.19926566
572,-22.75,-57.75,FEATURE_JUNGLE,2.60992977
573,-22.75,-57.25,FEATURE_JUNGLE,2.11749667
574,-22.75,-56.25,FEATURE_JUNGLE,2.00773687
575,-22.75,-47.75,FEATURE_JUNGLE,2.05490735
576,-22.75,-46.75,FEATURE_JUNGLE,2.33829112
577,-22.75,-46.25,FEATURE_JUNGLE,2.61040329
578,-22.75,-45.75,FEATURE_JUNGLE,3.40547794
579,-22.75,-45.25,FEATURE_JUNGLE,3.07878173
580,-22.75,-44.75,FEATURE_JUNGLE,3.37439016
581,-22.75,-44.25,FEATURE_JUNGLE,2.59017566
582,-22.75,-43.75,FEATURE_JUNGLE,2.33813634
583,-22.75,-42.75,FEATURE_JUNGLE,2.12355159
584,-22.75,47.25,FEATURE_JUNGLE,2.16221807
585,-22.25,-64.25,FEATURE_JUNGLE,7.48351484
586,-22.25,-63.75,FEATURE_JUNGLE,3.62182632
587,-22.25,-63.25,FEATURE_JUNGLE,3.57040132
588,-22.25,-63.25,FEATURE_JUNGLE,4.58412146
589,-22.25,-62.75,FEATURE_JUNGLE,7.20627888
590,-22.25,-62.25,FEATURE_JUNGLE,8.15234075
591,-22.25,-61.75,FEATURE_JUNGLE,6.7474009
592,-22.25,-61.25,FEATURE_JUNGLE,2.64982963
593,-22.25,-61.25,FEATURE_JUNGLE,4.93542991
594,-22.25,-60.75,FEATURE_JUNGLE,2.02499149
595,-22.25,-58.25,FEATURE_JUNGLE,3.72645704
596,-22.25,-48.25,FEATURE_JUNGLE,2.00089937
597,-22.25,-47.75,FEATURE_JUNGLE,2.0451922
598,-22.25,-47.25,FEATURE_JUNGLE,2.24552463
599,-22.25,-46.75,FEATURE_JUNGLE,2.04895792
600,-22.25,-45.25,FEATURE_JUNGLE,2.48163874
601,-22.25,-44.75,FEATURE_JUNGLE,3.91092062
602,-22.25,-44.25,FEATURE_JUNGLE,3.02586716
603,-22.25,-43.75,FEATURE_JUNGLE,2.32953161
604,-22.25,-43.25,FEATURE_JUNGLE,2.52046941
605,-22.25,-42.75,FEATURE_JUNGLE,3.26060866
606,-22.25,-42.25,FEATURE_JUNGLE,3.25437109
607,-22.25,47.25,FEATURE_JUNGLE,3.51649094
608,-21.75,-64.25,FEATURE_JUNGLE,3.05381733
609,-21.75,-64.25,FEATURE_JUNGLE,4.96693521
610,-21.75,-63.75,FEATURE_JUNGLE,5.50935852
611,-21.75,-63.25,FEATURE_JUNGLE,2.74758572
612,-21.75,-62.75,FEATURE_JUNGLE,5.79571199
613,-21.75,-62.25,FEATURE_JUNGLE,7.60545041
614,-21.75,-61.75,FEATURE_JUNGLE,5.16012041
615,-21.75,-61.25,FEATURE_JUNGLE,5.42266076
616,-21.75,-60.75,FEATURE_JUNGLE,2.59141876
617,-21.75,-60.75,FEATURE_JUNGLE,5.11408076
618,-21.75,-60.25,FEATURE_JUNGLE,2.70833529
619,-21.75,-58.25,FEATURE_JUNGLE,3.43567612
620,-21.75,-48.75,FEATURE_JUNGLE,2.16660183
621,-21.75,-48.25,FEATURE_JUNGLE,2.07674569
622,-21.75,-47.25,FEATURE_JUNGLE,2.06905369
623,-21.75,-45.75,FEATURE_JUNGLE,2.1948552
624,-21.75,-43.75,FEATURE_JUNGLE,2.13746599
625,-21.75,-41.75,FEATURE_JUNGLE,2.27692632
626,-21.75,47.25,FEATURE_JUNGLE,2.75221434
627,-21.25,-64.25,FEATURE_JUNGLE,4.42724794
628,-21.25,-63.75,FEATURE_JUNGLE,2.15365808
629,-21.25,-63.75,FEATURE_JUNGLE,3.42006061
630,-21.25,-62.75,FEATURE_JUNGLE,2.22702018
631,-21.25,-62.75,FEATURE_JUNGLE,2.9146154
632,-21.25,-62.25,FEATURE_JUNGLE,2.27575382
633,-21.25,-62.25,FEATURE_JUNGLE,4.71737892
634,-21.25,-61.75,FEATURE_JUNGLE,2.26435079
635,-21.25,-61.75,FEATURE_JUNGLE,3.86446558
636,-21.25,-61.25,FEATURE_JUNGLE,2.91064126
637,-21.25,-60.75,FEATURE_JUNGLE,2.91629763
638,-21.25,-60.25,FEATURE_JUNGLE,3.50018551
639,-21.25,-60.25,FEATURE_JUNGLE,4.00308572
640,-21.25,-59.75,FEATURE_JUNGLE,2.03625477
641,-21.25,-59.75,FEATURE_JUNGLE,2.18141352
642,-21.25,-49.25,FEATURE_JUNGLE,2.27230163
643,-21.25,-46.75,FEATURE_JUNGLE,2.02329735
644,-21.25,-46.25,FEATURE_JUNGLE,2.14740653
645,-21.25,-45.75,FEATURE_JUNGLE,2.85919036
646,-21.25,-45.25,FEATURE_JUNGLE,2.1181416
647,-21.25,47.25,FEATURE_JUNGLE,3.30670759
648,-21.25,47.75,FEATURE_JUNGLE,5.190232
649,-20.75,-64.25,FEATURE_JUNGLE,2.55664116
650,-20.75,-64.25,FEATURE_JUNGLE,5.65342397
651,-20.75,-63.75,FEATURE_JUNGLE,6.07845894
652,-20.75,-63.25,FEATURE_JUNGLE,3.15829905
653,-20.75,-62.75,FEATURE_JUNGLE,2.74079204
654,-20.75,-62.75,FEATURE_JUNGLE,3.52485515
655,-20.75,-62.25,FEATURE_JUNGLE,4.58578174
656,-20.75,-61.75,FEATURE_JUNGLE,3.35353947
657,-20.75,-61.25,FEATURE_JUNGLE,2.95399018
658,-20.75,-61.25,FEATURE_JUNGLE,3.38052334
659,-20.75,-60.75,FEATURE_JUNGLE,2.34397285
660,-20.75,-60.75,FEATURE_JUNGLE,4.54459113
661,-20.75,-60.25,FEATURE_JUNGLE,3.07519323
662,-20.75,-60.25,FEATURE_JUNGLE,3.50687737
663,-20.75,-59.75,FEATURE_JUNGLE,2.29286018
664,-20.75,-59.75,FEATURE_JUNGLE,2.79352337
665,-20.75,-58.75,FEATURE_JUNGLE,3.48604334
666,-20.75,-50.75,FEATURE_JUNGLE,2.06599946
667,-20.75,-50.25,FEATURE_JUNGLE,2.18416474
668,-20.75,-49.75,FEATURE_JUNGLE,2.34608849
669,-20.75,-49.25,FEATURE_JUNGLE,2.47873598
670,-20.75,-45.75,FEATURE_JUNGLE,2.14114297
671,-20.75,47.25,FEATURE_JUNGLE,2.96249509
672,-20.75,47.75,FEATURE_JUNGLE,5.55509882
673,-20.25,-64.25,FEATURE_JUNGLE,3.48048706
674,-20.25,-63.75,FEATURE_JUNGLE,6.72917716
675,-20.25,-63.25,FEATURE_JUNGLE,3.14675537
676,-20.25,-62.75,FEATURE_JUNGLE,3.00666457
677,-20.25,-62.25,FEATURE_JUNGLE,3.85093829
678,-20.25,-61.75,FEATURE_JUNGLE,2.70129814
679,-20.25,-61.25,FEATURE_JUNGLE,2.49399924
680,-20.25,-60.75,FEATURE_JUNGLE,2.54525219
681,-20.25,-60.75,FEATURE_JUNGLE,3.60556204
682,-20.25,-60.25,FEATURE_JUNGLE,2.12250766
683,-20.25,-60.25,FEATURE_JUNGLE,2.16317847
684,-20.25,-59.25,FEATURE_JUNGLE,2.60225271
685,-20.25,-56.75,FEATURE_JUNGLE,2.28274812
686,-20.25,-50.25,FEATURE_JUNGLE,2.71538951
687,-20.25,-49.75,FEATURE_JUNGLE,2.29366228
688,-20.25,-49.25,FEATURE_JUNGLE,2.42379052
689,-20.25,-48.75,FEATURE_JUNGLE,2.01224636
690,-20.25,-43.75,FEATURE_JUNGLE,2.96177756
691,-20.25,-43.25,FEATURE_JUNGLE,2.72646568
692,-20.25,-41.25,FEATURE_JUNGLE,2.23381008
693,-20.25,-40.75,FEATURE_JUNGLE,2.65671598
694,-20.25,47.75,FEATURE_JUNGLE,2.02233295
695,-20.25,47.75,FEATURE_JUNGLE,2.41028286
696,-20.25,48.25,FEATURE_JUNGLE,2.68531889
697,-19.75,-64.25,FEATURE_JUNGLE,2.12358948
698,-19.75,-63.75,FEATURE_JUNGLE,6.32205744
699,-19.75,-63.25,FEATURE_JUNGLE,3.17130464
700,-19.75,-62.75,FEATURE_JUNGLE,2.84182185
701,-19.75,-62.25,FEATURE_JUNGLE,3.65530441
702,-19.75,-61.25,FEATURE_JUNGLE,2.57248006
703,-19.75,-60.25,FEATURE_JUNGLE,2.39405836
704,-19.75,-59.75,FEATURE_JUNGLE,2.76188325
705,-19.75,-59.25,FEATURE_JUNGLE,2.0983414
706,-19.75,-56.75,FEATURE_JUNGLE,2.60384854
707,-19.75,-56.25,FEATURE_JUNGLE,2.25998557
708,-19.75,-43.75,FEATURE_JUNGLE,2.20656167
709,-19.75,-43.25,FEATURE_JUNGLE,2.8532512
710,-19.75,-42.75,FEATURE_JUNGLE,2.80189713
711,-19.75,-40.25,FEATURE_JUNGLE,2.10643228
712,-19.75,47.75,FEATURE_JUNGLE,2.99203225
713,-19.75,48.25,FEATURE_JUNGLE,2.36573363
714,-19.75,48.75,FEATURE_JUNGLE,2.52791205
715,-19.25,-63.75,FEATURE_JUNGLE,5.94409839
716,-19.25,-63.25,FEATURE_JUNGLE,2.87436688
717,-19.25,-62.25,FEATURE_JUNGLE,2.55846035
718,-19.25,-61.75,FEATURE_JUNGLE,2.41434735
719,-19.25,-61.25,FEATURE_JUNGLE,2.97979259
720,-19.25,-60.75,FEATURE_JUNGLE,3.85488734
721,-19.25,-60.25,FEATURE_JUNGLE,2.44039217
722,-19.25,-58.75,FEATURE_JUNGLE,2.3326652
723,-19.25,-58.25,FEATURE_JUNGLE,2.63500381
724,-19.25,-57.75,FEATURE_JUNGLE,2.2581925
725,-19.25,-42.75,FEATURE_JUNGLE,2.59164822
726,-19.25,47.75,FEATURE_JUNGLE,2.43633788
727,-19.25,48.25,FEATURE_JUNGLE,5.30612348
728,-19.25,48.75,FEATURE_JUNGLE,2.58150533
729,-18.75,-63.75,FEATURE_JUNGLE,2.63805162
730,-18.75,-63.75,FEATURE_JUNGLE,4.80004621
731,-18.75,-63.25,FEATURE_JUNGLE,2.84017196
732,-18.75,-62.75,FEATURE_JUNGLE,3.44710108
733,-18.75,-62.25,FEATURE_JUNGLE,2.21287189
734,-18.75,-62.25,FEATURE_JUNGLE,2.67717983
735,-18.75,-61.75,FEATURE_JUNGLE,2.69449867
736,-18.75,-61.25,FEATURE_JUNGLE,5.09953244
737,-18.75,-60.75,FEATURE_JUNGLE,3.57983573
738,-18.75,-59.25,FEATURE_JUNGLE,4.92609233
739,-18.75,-58.75,FEATURE_JUNGLE,4.54683036
740,-18.75,-58.25,FEATURE_JUNGLE,7.19566591
741,-18.75,-57.75,FEATURE_JUNGLE,4.15524637
742,-18.75,-43.25,FEATURE_JUNGLE,2.36827019
743,-18.75,-42.75,FEATURE_JUNGLE,2.03016529
744,-18.75,35.25,FEATURE_JUNGLE,2.39519583
745,-18.75,47.75,FEATURE_JUNGLE,2.48865363
746,-18.75,48.25,FEATURE_JUNGLE,3.13361074
747,-18.75,48.75,FEATURE_JUNGLE,6.18071017
748,-18.75,145.75,FEATURE_JUNGLE,2.07066125
749,-18.25,-64.75,FEATURE_JUNGLE,2.07387594
750,-18.25,-63.75,FEATURE_JUNGLE,3.50349158
751,-18.25,-62.25,FEATURE_JUNGLE,2.02729271
752,-18.25,-61.25,FEATURE_JUNGLE,2.35103796
753,-18.25,-60.75,FEATURE_JUNGLE,2.07501806
754,-18.25,-59.75,FEATURE_JUNGLE,3.80194902
755,-18.25,-59.25,FEATURE_JUNGLE,5.32586857
756,-18.25,-58.75,FEATURE_JUNGLE,3.25521248
757,-18.25,-58.25,FEATURE_JUNGLE,4.69162555
758,-18.25,-57.75,FEATURE_JUNGLE,5.87158545
759,-18.25,-57.25,FEATURE_JUNGLE,2.75543341
760,-18.25,-56.75,FEATURE_JUNGLE,2.16229526
761,-18.25,-43.25,FEATURE_JUNGLE,2.12486035
762,-18.25,-39.75,FEATURE_JUNGLE,2.04013771
763,-18.25,48.25,FEATURE_JUNGLE,2.91214724
764,-18.25,48.75,FEATURE_JUNGLE,8.88456911
765,-18.25,49.25,FEATURE_JUNGLE,2.99221037
766,-18.25,145.75,FEATURE_JUNGLE,2.72572776
767,-17.75,-64.75,FEATURE_JUNGLE,2.1848493
768,-17.75,-64.75,FEATURE_JUNGLE,2.54973551
769,-17.75,-64.25,FEATURE_JUNGLE,7.3064112
770,-17.75,-63.75,FEATURE_JUNGLE,8.51864123
771,-17.75,-60.75,FEATURE_JUNGLE,2.07491256
772,-17.75,-60.25,FEATURE_JUNGLE,2.93487509
773,-17.75,-59.75,FEATURE_JUNGLE,3.30556498
774,-17.75,-59.25,FEATURE_JUNGLE,2.21250619
775,-17.75,-58.75,FEATURE_JUNGLE,5.32703247
776,-17.75,-58.25,FEATURE_JUNGLE,7.39840375
777,-17.75,-57.75,FEATURE_JUNGLE,3.47770307
778,-17.75,-57.25,FEATURE_JUNGLE,2.61744136
779,-17.75,-42.75,FEATURE_JUNGLE,2.21221489
780,-17.75,-42.25,FEATURE_JUNGLE,2.2060322
781,-17.75,-41.75,FEATURE_JUNGLE,2.05145004
782,-17.75,-39.75,FEATURE_JUNGLE,2.3974163
783,-17.75,48.75,FEATURE_JUNGLE,2.09718004
784,-17.75,48.75,FEATURE_JUNGLE,4.41052136
785,-17.75,49.25,FEATURE_JUNGLE,3.27698266
786,-17.75,145.75,FEATURE_JUNGLE,5.23389523
787,-17.25,-65.75,FEATURE_JUNGLE,2.21274033
788,-17.25,-65.75,FEATURE_JUNGLE,2.41148946
789,-17.25,-65.25,FEATURE_JUNGLE,7.71969728
790,-17.25,-64.75,FEATURE_JUNGLE,8.12767415
791,-17.25,-64.25,FEATURE_JUNGLE,5.34894881
792,-17.25,-61.25,FEATURE_JUNGLE,3.16391245
793,-17.25,-60.75,FEATURE_JUNGLE,2.98084726
794,-17.25,-60.25,FEATURE_JUNGLE,4.84835852
795,-17.25,-59.75,FEATURE_JUNGLE,2.11297804
796,-17.25,-59.75,FEATURE_JUNGLE,3.65648741
797,-17.25,-59.25,FEATURE_JUNGLE,3.17004337
798,-17.25,-58.75,FEATURE_JUNGLE,4.31312137
799,-17.25,-57.75,FEATURE_JUNGLE,2.0183707
800,-17.25,-57.25,FEATURE_JUNGLE,4.36220822
801,-17.25,-56.75,FEATURE_JUNGLE,5.41991764
802,-17.25,-56.25,FEATURE_JUNGLE,2.94329721
803,-17.25,48.75,FEATURE_JUNGLE,2.1099097
804,-17.25,48.75,FEATURE_JUNGLE,3.58405806
805,-17.25,49.25,FEATURE_JUNGLE,3.06045062
806,-17.25,145.75,FEATURE_JUNGLE,3.21227395
807,-16.75,-66.75,FEATURE_JUNGLE,2.10574436
808,-16.75,-66.25,FEATURE_JUNGLE,5.75110967
809,-16.75,-65.75,FEATURE_JUNGLE,9.4877276
810,-16.75,-65.25,FEATURE_JUNGLE,8.35724591
811,-16.75,-64.75,FEATURE_JUNGLE,9.09789023
812,-16.75,-64.25,FEATURE_JUNGLE,9.12234268
813,-16.75,-63.75,FEATURE_JUNGLE,3.1055624
814,-16.75,-61.75,FEATURE_JUNGLE,2.42437184
815,-16.75,-61.25,FEATURE_JUNGLE,3.88744811
816,-16.75,-60.75,FEATURE_JUNGLE,3.35787868
817,-16.75,-60.25,FEATURE_JUNGLE,3.37059008
818,-16.75,-59.75,FEATURE_JUNGLE,3.42911478
819,-16.75,-59.25,FEATURE_JUNGLE,2.35543644
820,-16.75,-57.75,FEATURE_JUNGLE,2.79835607
821,-16.75,-57.25,FEATURE_JUNGLE,2.12619714
822,-16.75,-57.25,FEATURE_JUNGLE,3.32719694
823,-16.75,-56.75,FEATURE_JUNGLE,4.56412675
824,-16.75,-56.25,FEATURE_JUNGLE,3.49007703
825,-16.75,-55.75,FEATURE_JUNGLE,2.36001424
826,-16.75,48.75,FEATURE_JUNGLE,2.66302854
827,-16.75,48.75,FEATURE_JUNGLE,2.75235444
828,-16.75,49.25,FEATURE_JUNGLE,9.14082471
829,-16.75,145.25,FEATURE_JUNGLE,2.13950178
830,-16.25,-67.75,FEATURE_JUNGLE,5.13346029
831,-16.25,-67.25,FEATURE_JUNGLE,7.46863986
832,-16.25,-66.75,FEATURE_JUNGLE,9.80839854
833,-16.25,-66.25,FEATURE_JUNGLE,9.93545621
834,-16.25,-65.75,FEATURE_JUNGLE,9.483557
835,-16.25,-65.25,FEATURE_JUNGLE,2.28029925
836,-16.25,-65.25,FEATURE_JUNGLE,2.71992107
837,-16.25,-64.75,FEATURE_JUNGLE,4.55962612
838,-16.25,-64.25,FEATURE_JUNGLE,5.51479227
839,-16.25,-63.75,FEATURE_JUNGLE,2.90683645
840,-16.25,-63.25,FEATURE_JUNGLE,4.92237114
841,-16.25,-62.75,FEATURE_JUNGLE,3.78305107
842,-16.25,-62.25,FEATURE_JUNGLE,2.48658679
843,-16.25,-61.75,FEATURE_JUNGLE,2.33652785
844,-16.25,-61.25,FEATURE_JUNGLE,2.88003478
845,-16.25,-60.75,FEATURE_JUNGLE,2.19376563
846,-16.25,-60.75,FEATURE_JUNGLE,3.03157645
847,-16.25,-41.25,FEATURE_JUNGLE,2.08780927
848,-16.25,48.75,FEATURE_JUNGLE,2.83349787
849,-16.25,49.25,FEATURE_JUNGLE,7.75755025
850,-16.25,49.75,FEATURE_JUNGLE,3.88710546
851,-16.25,145.25,FEATURE_JUNGLE,4.39404735
852,-15.75,-68.25,FEATURE_JUNGLE,3.66316636
853,-15.75,-67.75,FEATURE_JUNGLE,9.31685191
854,-15.75,-67.25,FEATURE_JUNGLE,9.35696075
855,-15.75,-66.75,FEATURE_JUNGLE,9.94588869
856,-15.75,-66.25,FEATURE_JUNGLE,9.95279092
857,-15.75,-65.75,FEATURE_JUNGLE,2.85381973
858,-15.75,-65.75,FEATURE_JUNGLE,3.0951214
859,-15.75,-65.25,FEATURE_JUNGLE,3.2752232
860,-15.75,-64.75,FEATURE_JUNGLE,2.35969781
861,-15.75,-64.75,FEATURE_JUNGLE,3.27931836
862,-15.75,-64.25,FEATURE_JUNGLE,2.10671028
863,-15.75,-64.25,FEATURE_JUNGLE,2.70543994
864,-15.75,-63.75,FEATURE_JUNGLE,4.54052762
865,-15.75,-63.25,FEATURE_JUNGLE,5.15815221
866,-15.75,-62.75,FEATURE_JUNGLE,9.49478771
867,-15.75,-62.25,FEATURE_JUNGLE,8.94139254
868,-15.75,-61.75,FEATURE_JUNGLE,2.39990317
869,-15.75,-61.25,FEATURE_JUNGLE,2.14484967
870,-15.75,49.25,FEATURE_JUNGLE,5.17542494
871,-15.75,49.75,FEATURE_JUNGLE,2.48673356
872,-15.75,50.25,FEATURE_JUNGLE,3.58911042
873,-15.25,-68.25,FEATURE_JUNGLE,9.40902596
874,-15.25,-67.75,FEATURE_JUNGLE,9.29180728
875,-15.25,-67.25,FEATURE_JUNGLE,9.70150211
876,-15.25,-66.75,FEATURE_JUNGLE,9.39094054
877,-15.25,-66.25,FEATURE_JUNGLE,9.70131554
878,-15.25,-65.75,FEATURE_JUNGLE,3.23103915
879,-15.25,-65.25,FEATURE_JUNGLE,2.83166683
880,-15.25,-64.75,FEATURE_JUNGLE,2.49860415
881,-15.25,-64.25,FEATURE_JUNGLE,2.59631617
882,-15.25,-63.75,FEATURE_JUNGLE,7.96165421
883,-15.25,-63.25,FEATURE_JUNGLE,9.37028007
884,-15.25,-62.75,FEATURE_JUNGLE,9.9101268
885,-15.25,-62.25,FEATURE_JUNGLE,9.92153441
886,-15.25,-61.75,FEATURE_JUNGLE,9.17668475
887,-15.25,-61.25,FEATURE_JUNGLE,4.85016802
888,-15.25,-60.75,FEATURE_JUNGLE,2.45274461
889,-15.25,-39.25,FEATURE_JUNGLE,4.20277548
890,-15.25,49.25,FEATURE_JUNGLE,2.45325557
891,-15.25,49.25,FEATURE_JUNGLE,3.50545036
892,-15.25,49.75,FEATURE_JUNGLE,7.33801984
893,-15.25,50.25,FEATURE_JUNGLE,6.15937926
894,-14.75,-68.75,FEATURE_JUNGLE,5.77566353
895,-14.75,-68.25,FEATURE_JUNGLE,2.68202789
896,-14.75,-68.25,FEATURE_JUNGLE,4.00868848
897,-14.75,-67.75,FEATURE_JUNGLE,9.56490898
898,-14.75,-67.25,FEATURE_JUNGLE,9.60535183
899,-14.75,-66.75,FEATURE_JUNGLE,2.78505981
900,-14.75,-66.25,FEATURE_JUNGLE,5.158885
901,-14.75,-65.75,FEATURE_JUNGLE,2.89060274
902,-14.75,-65.25,FEATURE_JUNGLE,2.69417914
903,-14.75,-64.75,FEATURE_JUNGLE,2.21704495
904,-14.75,-64.25,FEATURE_JUNGLE,4.36077605
905,-14.75,-63.75,FEATURE_JUNGLE,8.33849556
906,-14.75,-63.25,FEATURE_JUNGLE,9.68798921
907,-14.75,-62.75,FEATURE_JUNGLE,9.82777778
908,-14.75,-62.25,FEATURE_JUNGLE,9.72484714
909,-14.75,-61.75,FEATURE_JUNGLE,9.95001094
910,-14.75,-61.25,FEATURE_JUNGLE,6.78849312
911,-14.75,-60.75,FEATURE_JUNGLE,5.65615457
912,-14.75,-60.25,FEATURE_JUNGLE,2.65508699
913,-14.75,-59.75,FEATURE_JUNGLE,2.12802284
914,-14.75,-59.25,FEATURE_JUNGLE,2.52623876
915,-14.75,-58.25,FEATURE_JUNGLE,2.42906533
916,-14.75,-39.25,FEATURE_JUNGLE,4.19013294
917,-14.75,49.25,FEATURE_JUNGLE,2.43844247
918,-14.75,49.25,FEATURE_JUNGLE,2.77151809
919,-14.75,49.75,FEATURE_JUNGLE,8.13836486
920,-14.25,-69.25,FEATURE_JUNGLE,4.63494161
921,-14.25,-68.75,FEATURE_JUNGLE,9.50987508
922,-14.25,-68.25,FEATURE_JUNGLE,9.82680101
923,-14.25,-67.75,FEATURE_JUNGLE,9.11174263
924,-14.25,-67.25,FEATURE_JUNGLE,2.38058352
925,-14.25,-67.25,FEATURE_JUNGLE,3.29844592
926,-14.25,-66.75,FEATURE_JUNGLE,2.15221775
927,-14.25,-66.25,FEATURE_JUNGLE,2.430635
928,-14.25,-65.25,FEATURE_JUNGLE,2.12057871
929,-14.25,-64.25,FEATURE_JUNGLE,2.0188288
930,-14.25,-64.25,FEATURE_JUNGLE,4.93391901
931,-14.25,-63.75,FEATURE_JUNGLE,2.17832654
932,-14.25,-63.75,FEATURE_JUNGLE,3.21883304
933,-14.25,-63.25,FEATURE_JUNGLE,9.25022138
934,-14.25,-62.75,FEATURE_JUNGLE,9.11497903
935,-14.25,-62.25,FEATURE_JUNGLE,9.70530847
936,-14.25,-61.75,FEATURE_JUNGLE,9.93058849
937,-14.25,-61.25,FEATURE_JUNGLE,8.95328689
938,-14.25,-60.75,FEATURE_JUNGLE,5.08730354
939,-14.25,-60.25,FEATURE_JUNGLE,2.44923812
940,-14.25,-59.75,FEATURE_JUNGLE,2.05447178
941,-14.25,-59.75,FEATURE_JUNGLE,2.2999747
942,-14.25,-59.25,FEATURE_JUNGLE,2.1908153
943,-14.25,-56.75,FEATURE_JUNGLE,2.08040478
944,-14.25,-39.25,FEATURE_JUNGLE,5.13733226
945,-14.25,48.25,FEATURE_JUNGLE,2.42520856
946,-14.25,48.75,FEATURE_JUNGLE,3.25767404
947,-14.25,49.25,FEATURE_JUNGLE,3.56619211
948,-14.25,49.75,FEATURE_JUNGLE,2.85127014
949,-13.75,-69.75,FEATURE_JUNGLE,6.82462162
950,-13.75,-69.25,FEATURE_JUNGLE,9.74383511
951,-13.75,-68.75,FEATURE_JUNGLE,9.80451868
952,-13.75,-68.25,FEATURE_JUNGLE,7.84400402
953,-13.75,-67.75,FEATURE_JUNGLE,5.54631708
954,-13.75,-67.25,FEATURE_JUNGLE,5.76043996
955,-13.75,-65.25,FEATURE_JUNGLE,2.15928843
956,-13.75,-64.25,FEATURE_JUNGLE,2.32742743
957,-13.75,-63.75,FEATURE_JUNGLE,2.85712091
958,-13.75,-63.25,FEATURE_JUNGLE,2.85466084
959,-13.75,-63.25,FEATURE_JUNGLE,3.04448946
960,-13.75,-62.75,FEATURE_JUNGLE,2.65746224
961,-13.75,-62.75,FEATURE_JUNGLE,3.7368812
962,-13.75,-62.25,FEATURE_JUNGLE,7.51429012
963,-13.75,-61.75,FEATURE_JUNGLE,6.44243175
964,-13.75,-61.25,FEATURE_JUNGLE,8.8646819
965,-13.75,-60.75,FEATURE_JUNGLE,5.05159525
966,-13.75,-60.25,FEATURE_JUNGLE,4.3165787
967,-13.75,-59.75,FEATURE_JUNGLE,2.0597759
968,-13.75,-59.75,FEATURE_JUNGLE,2.25946409
969,-13.75,-59.25,FEATURE_JUNGLE,2.47124781
970,-13.75,-58.25,FEATURE_JUNGLE,2.06139884
971,-13.75,-57.25,FEATURE_JUNGLE,2.05876459
972,-13.75,-56.75,FEATURE_JUNGLE,2.55924175
973,-13.75,-56.25,FEATURE_JUNGLE,2.44387872
974,-13.75,-54.75,FEATURE_JUNGLE,2.00311707
975,-13.75,-54.25,FEATURE_JUNGLE,2.24963058
976,-13.75,-39.25,FEATURE_JUNGLE,4.12493372
977,-13.75,18.25,FEATURE_JUNGLE,2.10453547
978,-13.75,18.75,FEATURE_JUNGLE,2.03571604
979,-13.75,48.75,FEATURE_JUNGLE,2.37289643
980,-13.75,49.25,FEATURE_JUNGLE,3.09418034
981,-13.75,49.75,FEATURE_JUNGLE,2.09092396
982,-13.75,49.75,FEATURE_JUNGLE,2.24861935
983,-13.75,143.25,FEATURE_JUNGLE,2.27585975
984,-13.25,-71.25,FEATURE_JUNGLE,3.73938702
985,-13.25,-70.75,FEATURE_JUNGLE,8.51515293
986,-13.25,-70.25,FEATURE_JUNGLE,9.26634814
987,-13.25,-69.75,FEATURE_JUNGLE,9.30188536
988,-13.25,-69.25,FEATURE_JUNGLE,9.89459679
989,-13.25,-68.75,FEATURE_JUNGLE,9.23761072
990,-13.25,-68.25,FEATURE_JUNGLE,8.07650057
991,-13.25,-67.75,FEATURE_JUNGLE,2.27401453
992,-13.25,-67.75,FEATURE_JUNGLE,4.13510559
993,-13.25,-67.25,FEATURE_JUNGLE,2.51333191
994,-13.25,-67.25,FEATURE_JUNGLE,2.65032311
995,-13.25,-63.75,FEATURE_JUNGLE,2.6486405
996,-13.25,-63.25,FEATURE_JUNGLE,3.49885852
997,-13.25,-62.75,FEATURE_JUNGLE,7.12114704
998,-13.25,-62.25,FEATURE_JUNGLE,2.1307893
999,-13.25,-62.25,FEATURE_JUNGLE,5.16938364
