identifier,latitude,longitude,resource,taille
778,-28,-58,RESOURCE_HORSES,2.585259565
792,-28,-57,RESOURCE_HORSES,2.233907683
913,-28,-48,RESOURCE_HORSES,2.626411606
AF2,-27.9,17.46,RESOURCE_HORSES,2.21
OC57,-27.77,152.92,RESOURCE_HORSES,2.21
OC56,-27.28,152.09,RESOURCE_HORSES,2.21
OC62,-27.26,142.75,RESOURCE_HORSES,2.21
OC38,-27.08,133.8,RESOURCE_HORSES,2.21
OC37,-27.03,129.49,RESOURCE_HORSES,2.21
674,-27,-65,RESOURCE_HORSES,2.063561026
692,-27,-64,RESOURCE_HORSES,2.132710846
734,-27,-61,RESOURCE_HORSES,2.175278826
891,-27,-49,RESOURCE_HORSES,2.175273417
914,-27,-48,RESOURCE_HORSES,2.696116096
OC39,-26.99,140.26,RESOURCE_HORSES,2.21
OC64,-26.77,146.22,RESOURCE_HORSES,2.21
AF1,-26.53,16.07,RESOURCE_HORSES,2.21
OC55,-26.28,150.5,RESOURCE_HORSES,2.21
735,-26,-61,RESOURCE_HORSES,2.139739762
865,-26,-51,RESOURCE_HORSES,2.11497608
876,-26,-50,RESOURCE_HORSES,2.135927076
892,-26,-49,RESOURCE_HORSES,2.12077724
1262,-26,28,RESOURCE_HORSES,2.161983643
OC54,-25.95,152.82,RESOURCE_HORSES,2.21
AF4,-25.58,30.77,RESOURCE_HORSES,2.21
OC53,-25.45,152.25,RESOURCE_HORSES,2.21
OC50,-25.27,147.98,RESOURCE_HORSES,2.21
OC36,-25.26,129.24,RESOURCE_HORSES,2.21
675,-25,-65,RESOURCE_HORSES,1.965178488
718,-25,-62,RESOURCE_HORSES,1.9369204
736,-25,-61,RESOURCE_HORSES,2.171505908
752,-25,-60,RESOURCE_HORSES,2.239612186
767,-25,-59,RESOURCE_HORSES,2.357021019
866,-25,-51,RESOURCE_HORSES,2.185973659
877,-25,-50,RESOURCE_HORSES,1.932917756
893,-25,-49,RESOURCE_HORSES,2.050281658
OC60,-24.9,142.19,RESOURCE_HORSES,2.21
OC27,-24.83,119.02,RESOURCE_HORSES,2.21
OC61,-24.77,144.72,RESOURCE_HORSES,2.21
OC51,-24.64,150.6,RESOURCE_HORSES,2.21
OC59,-24.01,138.49,RESOURCE_HORSES,2.21
676,-24,-65,RESOURCE_HORSES,2.075031146
719,-24,-62,RESOURCE_HORSES,2.044319617
737,-24,-61,RESOURCE_HORSES,2.104067494
753,-24,-60,RESOURCE_HORSES,1.937754379
928,-24,-47,RESOURCE_HORSES,2.031704284
OC35,-23.39,131.48,RESOURCE_HORSES,2.21
OC48,-23.26,149.72,RESOURCE_HORSES,2.21
OC34,-23.21,135.62,RESOURCE_HORSES,2.21
916,-22,-48,RESOURCE_HORSES,1.995466887
1669,-22,165,RESOURCE_HORSES,2.267969103
1670,-22,166,RESOURCE_HORSES,2.107917674
OC33,-21.01,134.96,RESOURCE_HORSES,2.21
2,-21,-160,RESOURCE_HORSES,2.484299803
693,-21,-64,RESOURCE_HORSES,2.166162478
897,-21,-49,RESOURCE_HORSES,2.002342544
985,-21,-40,RESOURCE_HORSES,2.626102743
OC47,-20.82,147.38,RESOURCE_HORSES,2.21
OC45,-20.51,144.72,RESOURCE_HORSES,2.21
OC46,-20.45,148.15,RESOURCE_HORSES,2.21
OC29,-20.03,127.01,RESOURCE_HORSES,2.21
694,-20,-64,RESOURCE_HORSES,2.357761028
951,-20,-44,RESOURCE_HORSES,2.301604775
OC44,-19.14,146.07,RESOURCE_HORSES,2.21
695,-19,-64,RESOURCE_HORSES,2.130357898
1169,-19,12,RESOURCE_HORSES,2.199120535
1673,-19,178,RESOURCE_HORSES,2.291636591
679,-18,-65,RESOURCE_HORSES,2.410221615
1672,-18,177,RESOURCE_HORSES,2.530595872
1674,-18,178,RESOURCE_HORSES,2.392594482
1676,-18,179,RESOURCE_HORSES,2.355267556
OC31,-17.7,139.14,RESOURCE_HORSES,2.21
OC06,-17.27,145.75,RESOURCE_HORSES,2.21
680,-17,-65,RESOURCE_HORSES,2.099943002
1675,-17,178,RESOURCE_HORSES,2.512866135
1677,-17,179,RESOURCE_HORSES,2.341109605
1679,-17,180,RESOURCE_HORSES,2.211446626
970,-16,-42,RESOURCE_HORSES,1.931549929
1680,-16,180,RESOURCE_HORSES,2.09298284
OC43,-15.72,137.02,RESOURCE_HORSES,2.21
OC28,-15.38,128.82,RESOURCE_HORSES,2.21
963,-15,-43,RESOURCE_HORSES,2.090176376
971,-15,-42,RESOURCE_HORSES,1.944438211
OC04,-14.39,144.29,RESOURCE_HORSES,2.21
972,-14,-42,RESOURCE_HORSES,2.034453533
983,-14,-41,RESOURCE_HORSES,2.112790988
993,-13,-40,RESOURCE_HORSES,2.169321539
1002,-13,-38,RESOURCE_HORSES,1.933258378
OC03,-12.26,142.24,RESOURCE_HORSES,2.21
984,-12,-41,RESOURCE_HORSES,1.928814145
1003,-12,-38,RESOURCE_HORSES,2.030676682
1321,-12,43,RESOURCE_HORSES,1.996428746
1662,-12,131,RESOURCE_HORSES,3.232242837
OC41,-11.61,130.32,RESOURCE_HORSES,2.21
1322,-11,43,RESOURCE_HORSES,2.051655751
1015,-10,-36,RESOURCE_HORSES,1.993186295
1593,-10,119,RESOURCE_HORSES,2.170271413
1599,-10,120,RESOURCE_HORSES,2.468277551
1605,-10,121,RESOURCE_HORSES,2.422989561
1581,-9,117,RESOURCE_HORSES,2.182280277
1594,-9,119,RESOURCE_HORSES,1.940867904
1606,-9,121,RESOURCE_HORSES,2.037048279
1647,-9,126,RESOURCE_HORSES,2.597301469
1655,-9,127,RESOURCE_HORSES,2.67551957
1668,-9,160,RESOURCE_HORSES,2.176091249
482,-8,-77,RESOURCE_HORSES,1.923663099
1014,-8,-37,RESOURCE_HORSES,1.986064954
1607,-8,121,RESOURCE_HORSES,1.945911558
1648,-8,126,RESOURCE_HORSES,2.044291109
1656,-8,127,RESOURCE_HORSES,2.463413303
437,-7,-79,RESOURCE_HORSES,2.241509427
460,-7,-78,RESOURCE_HORSES,2.267054461
483,-7,-77,RESOURCE_HORSES,1.950557746
1022,-7,-35,RESOURCE_HORSES,2.073810678
461,-6,-78,RESOURCE_HORSES,2.315827647
1008,-6,-38,RESOURCE_HORSES,1.98113873
1019,-6,-36,RESOURCE_HORSES,2.129884607
399,-5,-81,RESOURCE_HORSES,2.246386998
417,-5,-80,RESOURCE_HORSES,2.231379265
439,-5,-79,RESOURCE_HORSES,1.982292478
973,-5,-42,RESOURCE_HORSES,1.955674057
1009,-5,-38,RESOURCE_HORSES,1.968019922
418,-4,-80,RESOURCE_HORSES,2.11145238
440,-4,-79,RESOURCE_HORSES,2.224522048
1001,-4,-39,RESOURCE_HORSES,2.007159084
1010,-4,-38,RESOURCE_HORSES,2.025174123
1269,-4,29,RESOURCE_HORSES,1.980443739
1274,-4,30,RESOURCE_HORSES,1.931764617
419,-3,-80,RESOURCE_HORSES,2.186724379
946,-3,-45,RESOURCE_HORSES,2.129614547
974,-3,-42,RESOURCE_HORSES,2.009667029
995,-3,-40,RESOURCE_HORSES,1.990535804
1270,-3,29,RESOURCE_HORSES,2.10349298
400,-2,-81,RESOURCE_HORSES,2.077960182
420,-2,-80,RESOURCE_HORSES,2.440540257
462,-2,-78,RESOURCE_HORSES,1.926463397
401,-1,-81,RESOURCE_HORSES,1.977686276
911,-1,-49,RESOURCE_HORSES,2.185970444
926,-1,-48,RESOURCE_HORSES,1.996217244
1272,-1,29,RESOURCE_HORSES,2.112005327
SA5,-0.67,-78.4,RESOURCE_HORSES,2.21
463,0,-78,RESOURCE_HORSES,2.149161744
912,0,-49,RESOURCE_HORSES,2.162056724
927,0,-48,RESOURCE_HORSES,2.321714855
1273,0,29,RESOURCE_HORSES,1.974218335
464,1,-78,RESOURCE_HORSES,2.421177615
484,1,-77,RESOURCE_HORSES,2.270225829
504,1,-76,RESOURCE_HORSES,2.064903535
445,2,-79,RESOURCE_HORSES,2.038339706
465,2,-78,RESOURCE_HORSES,2.135682294
485,2,-77,RESOURCE_HORSES,2.496391671
505,2,-76,RESOURCE_HORSES,2.517336909
1128,2,7,RESOURCE_HORSES,2.215841604
466,3,-78,RESOURCE_HORSES,2.140550488
486,3,-77,RESOURCE_HORSES,2.30093651
506,3,-76,RESOURCE_HORSES,2.623342916
570,3,-73,RESOURCE_HORSES,1.976669345
467,4,-78,RESOURCE_HORSES,2.086810453
487,4,-77,RESOURCE_HORSES,2.073361723
596,4,-72,RESOURCE_HORSES,1.991845737
1064,4,-7,RESOURCE_HORSES,1.956938225
SA4,4.37,-60.2,RESOURCE_HORSES,2.21
SA6,4.78,-70.92,RESOURCE_HORSES,2.21
629,6,-70,RESOURCE_HORSES,2.061188834
1045,6,-11,RESOURCE_HORSES,1.924802747
1608,6,121,RESOURCE_HORSES,2.159256701
1630,6,124,RESOURCE_HORSES,2.520162049
1640,6,125,RESOURCE_HORSES,2.439939118
1649,6,126,RESOURCE_HORSES,2.259005295
644,7,-69,RESOURCE_HORSES,2.239663789
652,7,-68,RESOURCE_HORSES,2.233544563
1040,7,-12,RESOURCE_HORSES,2.786834412
1046,7,-11,RESOURCE_HORSES,1.959925507
1631,7,124,RESOURCE_HORSES,2.021585631
1641,7,125,RESOURCE_HORSES,2.212194377
1663,7,134,RESOURCE_HORSES,2.101069066
SA7,7.76,-68.9,RESOURCE_HORSES,2.21
348,8,-84,RESOURCE_HORSES,2.216963159
662,8,-67,RESOURCE_HORSES,1.952724722
1038,8,-13,RESOURCE_HORSES,2.950268113
1041,8,-12,RESOURCE_HORSES,2.773716957
1047,8,-11,RESOURCE_HORSES,2.689323033
1051,8,-10,RESOURCE_HORSES,1.954553495
1286,8,35,RESOURCE_HORSES,2.031154254
1621,8,123,RESOURCE_HORSES,2.145234254
1632,8,124,RESOURCE_HORSES,2.307916611
1642,8,125,RESOURCE_HORSES,2.281791751
1664,8,134,RESOURCE_HORSES,2.12915207
1665,8,135,RESOURCE_HORSES,2.03634455
349,9,-84,RESOURCE_HORSES,2.328654338
366,9,-83,RESOURCE_HORSES,2.210417609
385,9,-82,RESOURCE_HORSES,1.930573745
426,9,-80,RESOURCE_HORSES,2.357241069
446,9,-79,RESOURCE_HORSES,2.189527376
468,9,-78,RESOURCE_HORSES,2.07194086
1039,9,-13,RESOURCE_HORSES,2.832969111
1042,9,-12,RESOURCE_HORSES,2.525523201
1048,9,-11,RESOURCE_HORSES,2.487202554
1622,9,123,RESOURCE_HORSES,2.202390473
AS3,9.51,79.69,RESOURCE_HORSES,2.21
367,10,-83,RESOURCE_HORSES,1.929414934
663,10,-67,RESOURCE_HORSES,1.953614521
311,11,-86,RESOURCE_HORSES,2.494154552
351,11,-84,RESOURCE_HORSES,2.08868198
681,11,-65,RESOURCE_HORSES,2.184483415
696,11,-64,RESOURCE_HORSES,2.115965609
1185,11,18,RESOURCE_HORSES,1.962264803
1187,11,19,RESOURCE_HORSES,2.073437383
633,12,-70,RESOURCE_HORSES,2.250020075
648,12,-69,RESOURCE_HORSES,2.0909912
657,12,-68,RESOURCE_HORSES,2.245473851
1027,12,-17,RESOURCE_HORSES,1.931252851
1183,12,16,RESOURCE_HORSES,1.949242149
1186,12,18,RESOURCE_HORSES,2.21172895
1188,12,19,RESOURCE_HORSES,2.176979018
1358,12,75,RESOURCE_HORSES,1.966240681
1623,12,123,RESOURCE_HORSES,2.208861657
1633,12,124,RESOURCE_HORSES,2.4427274
353,13,-84,RESOURCE_HORSES,2.087682545
634,13,-70,RESOURCE_HORSES,1.94029403
1189,13,19,RESOURCE_HORSES,2.026504898
1191,13,20,RESOURCE_HORSES,2.201110095
1613,13,122,RESOURCE_HORSES,2.10872122
1624,13,123,RESOURCE_HORSES,2.325725897
333,14,-85,RESOURCE_HORSES,2.011602877
368,14,-83,RESOURCE_HORSES,2.15510629
738,14,-61,RESOURCE_HORSES,2.263241418
1043,14,-12,RESOURCE_HORSES,1.989011491
1049,14,-11,RESOURCE_HORSES,2.057127392
1052,14,-10,RESOURCE_HORSES,1.990946965
1054,14,-9,RESOURCE_HORSES,2.065972104
1065,14,-7,RESOURCE_HORSES,2.002061738
1071,14,-6,RESOURCE_HORSES,2.143984004
1161,14,11,RESOURCE_HORSES,2.1255602
1170,14,12,RESOURCE_HORSES,2.030968871
1193,14,21,RESOURCE_HORSES,1.950803346
1614,14,122,RESOURCE_HORSES,2.373723822
299,15,-87,RESOURCE_HORSES,2.198011859
315,15,-86,RESOURCE_HORSES,2.13853454
369,15,-83,RESOURCE_HORSES,1.93467273
739,15,-61,RESOURCE_HORSES,1.956310909
1050,15,-11,RESOURCE_HORSES,2.229810079
1058,15,-8,RESOURCE_HORSES,2.154705397
1066,15,-7,RESOURCE_HORSES,2.1562827
1072,15,-6,RESOURCE_HORSES,2.276412611
1615,15,122,RESOURCE_HORSES,1.922913288
149,16,-97,RESOURCE_HORSES,2.269532662
167,16,-96,RESOURCE_HORSES,1.956175669
183,16,-95,RESOURCE_HORSES,2.209442171
230,16,-92,RESOURCE_HORSES,2.428980752
259,16,-90,RESOURCE_HORSES,1.961089928
316,16,-86,RESOURCE_HORSES,2.153757534
112,17,-100,RESOURCE_HORSES,2.471065508
123,17,-99,RESOURCE_HORSES,2.865065402
134,17,-98,RESOURCE_HORSES,2.745841764
150,17,-97,RESOURCE_HORSES,2.79647329
168,17,-96,RESOURCE_HORSES,2.041253053
200,17,-94,RESOURCE_HORSES,2.231103886
231,17,-92,RESOURCE_HORSES,2.175671092
101,18,-101,RESOURCE_HORSES,2.064865676
113,18,-100,RESOURCE_HORSES,2.673845645
124,18,-99,RESOURCE_HORSES,2.752438053
135,18,-98,RESOURCE_HORSES,2.562385658
151,18,-97,RESOURCE_HORSES,2.583901892
708,18,-63,RESOURCE_HORSES,2.351264772
93,19,-102,RESOURCE_HORSES,2.152728162
152,19,-97,RESOURCE_HORSES,3.167204298
219,19,-93,RESOURCE_HORSES,2.100135062
233,19,-92,RESOURCE_HORSES,2.0553947
249,19,-91,RESOURCE_HORSES,2.12058408
404,19,-81,RESOURCE_HORSES,2.437103544
250,20,-91,RESOURCE_HORSES,2.212284595
5,21,-158,RESOURCE_HORSES,2.196998568
7,21,-156,RESOURCE_HORSES,1.965476228
116,21,-100,RESOURCE_HORSES,2.512545275
127,21,-99,RESOURCE_HORSES,2.601239642
260,21,-90,RESOURCE_HORSES,2.029420183
272,21,-89,RESOURCE_HORSES,2.071182189
561,21,-74,RESOURCE_HORSES,2.277337268
582,21,-73,RESOURCE_HORSES,2.277208843
3,22,-160,RESOURCE_HORSES,2.0196159
4,22,-159,RESOURCE_HORSES,2.291238444
6,22,-158,RESOURCE_HORSES,2.0615207
75,22,-105,RESOURCE_HORSES,2.350308855
85,22,-104,RESOURCE_HORSES,1.990487456
104,22,-101,RESOURCE_HORSES,2.612734905
117,22,-100,RESOURCE_HORSES,2.457182946
334,22,-85,RESOURCE_HORSES,2.252816162
370,22,-83,RESOURCE_HORSES,2.276795866
386,22,-82,RESOURCE_HORSES,2.213227534
492,22,-77,RESOURCE_HORSES,2.276177314
562,22,-74,RESOURCE_HORSES,2.2776191
583,22,-73,RESOURCE_HORSES,2.274128029
1418,22,100,RESOURCE_HORSES,1.931129786
1434,22,101,RESOURCE_HORSES,1.943787547
1531,22,108,RESOURCE_HORSES,1.952902536
1565,22,114,RESOURCE_HORSES,2.190351458
72,23,-106,RESOURCE_HORSES,1.981518621
86,23,-104,RESOURCE_HORSES,2.130730979
91,23,-103,RESOURCE_HORSES,2.452032493
105,23,-101,RESOURCE_HORSES,2.426549733
118,23,-100,RESOURCE_HORSES,2.235839607
129,23,-99,RESOURCE_HORSES,1.999082899
371,23,-83,RESOURCE_HORSES,2.607580034
387,23,-82,RESOURCE_HORSES,2.324682414
541,23,-75,RESOURCE_HORSES,2.287296211
563,23,-74,RESOURCE_HORSES,2.273876302
1419,23,100,RESOURCE_HORSES,2.235624177
1435,23,101,RESOURCE_HORSES,2.191889897
1450,23,102,RESOURCE_HORSES,2.051722117
1463,23,103,RESOURCE_HORSES,2.106398678
1479,23,104,RESOURCE_HORSES,2.113479107
1532,23,108,RESOURCE_HORSES,2.102996672
1542,23,109,RESOURCE_HORSES,1.931824838
76,24,-105,RESOURCE_HORSES,2.426035407
87,24,-104,RESOURCE_HORSES,2.26676628
92,24,-103,RESOURCE_HORSES,2.000490691
106,24,-101,RESOURCE_HORSES,2.762761252
119,24,-100,RESOURCE_HORSES,2.417182021
472,24,-78,RESOURCE_HORSES,2.264010743
517,24,-76,RESOURCE_HORSES,2.308645514
542,24,-75,RESOURCE_HORSES,2.2646694
564,24,-74,RESOURCE_HORSES,2.285385781
1405,24,99,RESOURCE_HORSES,2.172626462
1420,24,100,RESOURCE_HORSES,2.251732159
1436,24,101,RESOURCE_HORSES,2.240464791
1451,24,102,RESOURCE_HORSES,2.133342843
1464,24,103,RESOURCE_HORSES,2.17157859
1480,24,104,RESOURCE_HORSES,2.152226325
1507,24,106,RESOURCE_HORSES,2.003051396
1550,24,110,RESOURCE_HORSES,1.958373469
77,25,-105,RESOURCE_HORSES,2.390407451
107,25,-101,RESOURCE_HORSES,2.116692946
120,25,-100,RESOURCE_HORSES,2.028780424
407,25,-81,RESOURCE_HORSES,2.168847859
473,25,-78,RESOURCE_HORSES,2.269698558
493,25,-77,RESOURCE_HORSES,2.381303532
518,25,-76,RESOURCE_HORSES,2.294605835
1401,25,98,RESOURCE_HORSES,2.031480389
1406,25,99,RESOURCE_HORSES,2.22989843
1437,25,101,RESOURCE_HORSES,2.245157056
1452,25,102,RESOURCE_HORSES,2.212510697
1465,25,103,RESOURCE_HORSES,2.125383941
1481,25,104,RESOURCE_HORSES,2.182100261
1508,25,106,RESOURCE_HORSES,2.274757091
1522,25,107,RESOURCE_HORSES,2.135141816
1534,25,108,RESOURCE_HORSES,2.132924378
121,26,-100,RESOURCE_HORSES,2.27516631
429,26,-80,RESOURCE_HORSES,2.391541395
494,26,-77,RESOURCE_HORSES,2.279040252
1407,26,99,RESOURCE_HORSES,2.164570268
1422,26,100,RESOURCE_HORSES,2.145201404
1438,26,101,RESOURCE_HORSES,2.183127038
1453,26,102,RESOURCE_HORSES,2.090588526
1466,26,103,RESOURCE_HORSES,2.109967283
1482,26,104,RESOURCE_HORSES,2.115265021
1523,26,107,RESOURCE_HORSES,2.463255892
55,27,-110,RESOURCE_HORSES,2.024966557
60,27,-109,RESOURCE_HORSES,2.00445723
73,27,-106,RESOURCE_HORSES,1.989397525
98,27,-102,RESOURCE_HORSES,1.937538915
372,27,-83,RESOURCE_HORSES,2.199352984
388,27,-82,RESOURCE_HORSES,2.086483745
430,27,-80,RESOURCE_HORSES,2.445115328
449,27,-79,RESOURCE_HORSES,2.309724706
474,27,-78,RESOURCE_HORSES,2.30877331
495,27,-77,RESOURCE_HORSES,2.286229244
1408,27,99,RESOURCE_HORSES,2.152070635
1423,27,100,RESOURCE_HORSES,2.184186756
1439,27,101,RESOURCE_HORSES,2.130270027
1524,27,107,RESOURCE_HORSES,2.555285979
AS2,27.67,95.34,RESOURCE_HORSES,2.21
68,28,-107,RESOURCE_HORSES,2.163034762
108,28,-101,RESOURCE_HORSES,2.060024451
373,28,-83,RESOURCE_HORSES,2.431076519
389,28,-82,RESOURCE_HORSES,2.25507333
431,28,-80,RESOURCE_HORSES,2.24192216
1409,28,99,RESOURCE_HORSES,2.262741922
1424,28,100,RESOURCE_HORSES,2.240442249
1440,28,101,RESOURCE_HORSES,1.990233117
1484,28,104,RESOURCE_HORSES,2.250451781
64,29,-108,RESOURCE_HORSES,2.30461593
69,29,-107,RESOURCE_HORSES,2.025683086
109,29,-101,RESOURCE_HORSES,2.061017061
130,29,-99,RESOURCE_HORSES,2.087571286
141,29,-98,RESOURCE_HORSES,2.126195545
155,29,-97,RESOURCE_HORSES,1.960729271
171,29,-96,RESOURCE_HORSES,2.134048147
187,29,-95,RESOURCE_HORSES,2.442438304
374,29,-83,RESOURCE_HORSES,2.414184736
390,29,-82,RESOURCE_HORSES,3.113400339
409,29,-81,RESOURCE_HORSES,2.08599343
1410,29,99,RESOURCE_HORSES,2.095212676
1425,29,100,RESOURCE_HORSES,2.120442683
1441,29,101,RESOURCE_HORSES,2.038465794
1454,29,102,RESOURCE_HORSES,2.001425794
1485,29,104,RESOURCE_HORSES,2.080962672
1499,29,105,RESOURCE_HORSES,2.05709994
1512,29,106,RESOURCE_HORSES,1.975533037
1526,29,107,RESOURCE_HORSES,2.309724894
56,30,-110,RESOURCE_HORSES,2.058271843
65,30,-108,RESOURCE_HORSES,2.078950482
131,30,-99,RESOURCE_HORSES,2.177323979
142,30,-98,RESOURCE_HORSES,2.347013085
172,30,-96,RESOURCE_HORSES,2.655555072
188,30,-95,RESOURCE_HORSES,2.363167113
202,30,-94,RESOURCE_HORSES,2.154520009
220,30,-93,RESOURCE_HORSES,2.153555814
234,30,-92,RESOURCE_HORSES,2.090099921
261,30,-90,RESOURCE_HORSES,2.121221596
273,30,-89,RESOURCE_HORSES,2.189234102
287,30,-88,RESOURCE_HORSES,2.036740817
301,30,-87,RESOURCE_HORSES,2.201979759
335,30,-85,RESOURCE_HORSES,1.930889385
375,30,-83,RESOURCE_HORSES,2.257799086
391,30,-82,RESOURCE_HORSES,2.238058168
1411,30,99,RESOURCE_HORSES,1.952085979
1426,30,100,RESOURCE_HORSES,2.159570724
1442,30,101,RESOURCE_HORSES,2.115194198
1455,30,102,RESOURCE_HORSES,2.067015299
1470,30,103,RESOURCE_HORSES,2.008596777
1486,30,104,RESOURCE_HORSES,2.113876119
1500,30,105,RESOURCE_HORSES,2.080610732
NA197,30.85,-81.45,RESOURCE_HORSES,2.21
143,31,-98,RESOURCE_HORSES,2.183138416
189,31,-95,RESOURCE_HORSES,2.052365052
235,31,-92,RESOURCE_HORSES,2.032608339
251,31,-91,RESOURCE_HORSES,2.034530011
262,31,-90,RESOURCE_HORSES,2.213068672
317,31,-86,RESOURCE_HORSES,2.057503436
336,31,-85,RESOURCE_HORSES,1.934755943
1359,31,75,RESOURCE_HORSES,1.941941096
1412,31,99,RESOURCE_HORSES,2.108404904
1427,31,100,RESOURCE_HORSES,2.213339499
1443,31,101,RESOURCE_HORSES,2.188878834
1456,31,102,RESOURCE_HORSES,2.154377306
1471,31,103,RESOURCE_HORSES,2.080201439
1487,31,104,RESOURCE_HORSES,2.102230672
AS1,31.38,131.33,RESOURCE_HORSES,2.21
48,32,-111,RESOURCE_HORSES,2.023894065
132,32,-99,RESOURCE_HORSES,2.06010523
144,32,-98,RESOURCE_HORSES,2.39385965
158,32,-97,RESOURCE_HORSES,2.524306276
174,32,-96,RESOURCE_HORSES,2.449123643
190,32,-95,RESOURCE_HORSES,2.330548991
203,32,-94,RESOURCE_HORSES,2.168646581
221,32,-93,RESOURCE_HORSES,2.009930294
263,32,-90,RESOURCE_HORSES,2.207271303
1413,32,99,RESOURCE_HORSES,2.270875808
1428,32,100,RESOURCE_HORSES,2.251459533
1444,32,101,RESOURCE_HORSES,2.225810556
1457,32,102,RESOURCE_HORSES,2.212155854
1472,32,103,RESOURCE_HORSES,2.167554886
1488,32,104,RESOURCE_HORSES,2.118741669
32,33,-118,RESOURCE_HORSES,2.13279046
41,33,-112,RESOURCE_HORSES,2.092895556
145,33,-98,RESOURCE_HORSES,2.790711043
159,33,-97,RESOURCE_HORSES,2.811382945
191,33,-95,RESOURCE_HORSES,2.439177007
204,33,-94,RESOURCE_HORSES,2.137518384
222,33,-93,RESOURCE_HORSES,1.934279767
264,33,-90,RESOURCE_HORSES,1.927891133
274,33,-89,RESOURCE_HORSES,1.987581111
356,33,-84,RESOURCE_HORSES,1.954242696
1402,33,98,RESOURCE_HORSES,2.303728219
1414,33,99,RESOURCE_HORSES,2.171540564
1458,33,102,RESOURCE_HORSES,2.201477884
1473,33,103,RESOURCE_HORSES,2.256530567
1489,33,104,RESOURCE_HORSES,2.141025931
NA006,33.21,-114.47,RESOURCE_HORSES,2.21
30,34,-119,RESOURCE_HORSES,2.351661969
42,34,-112,RESOURCE_HORSES,2.268701906
57,34,-110,RESOURCE_HORSES,2.077413333
146,34,-98,RESOURCE_HORSES,2.243576275
160,34,-97,RESOURCE_HORSES,2.606631174
176,34,-96,RESOURCE_HORSES,2.322274046
192,34,-95,RESOURCE_HORSES,2.151684127
205,34,-94,RESOURCE_HORSES,1.992531341
275,34,-89,RESOURCE_HORSES,2.123750353
288,34,-88,RESOURCE_HORSES,1.934261349
302,34,-87,RESOURCE_HORSES,2.15924686
318,34,-86,RESOURCE_HORSES,2.191838439
337,34,-85,RESOURCE_HORSES,2.194928114
357,34,-84,RESOURCE_HORSES,2.280940329
376,34,-83,RESOURCE_HORSES,2.211614787
392,34,-82,RESOURCE_HORSES,2.261266121
410,34,-81,RESOURCE_HORSES,2.140265382
1403,34,98,RESOURCE_HORSES,2.027532493
1658,34,127,RESOURCE_HORSES,2.828598275
NA128,34.1,-106.63,RESOURCE_HORSES,2.21
NA194,34.67,-76.59,RESOURCE_HORSES,2.21
58,35,-110,RESOURCE_HORSES,2.023177959
70,35,-107,RESOURCE_HORSES,2.021766182
147,35,-98,RESOURCE_HORSES,2.401313025
161,35,-97,RESOURCE_HORSES,2.569988222
177,35,-96,RESOURCE_HORSES,2.195179354
193,35,-95,RESOURCE_HORSES,2.193481463
206,35,-94,RESOURCE_HORSES,2.04598704
223,35,-93,RESOURCE_HORSES,2.082666156
236,35,-92,RESOURCE_HORSES,2.244928512
265,35,-90,RESOURCE_HORSES,2.047273578
276,35,-89,RESOURCE_HORSES,2.039806068
289,35,-88,RESOURCE_HORSES,2.126637261
303,35,-87,RESOURCE_HORSES,2.48170352
319,35,-86,RESOURCE_HORSES,2.15945863
338,35,-85,RESOURCE_HORSES,2.16857414
377,35,-83,RESOURCE_HORSES,2.139741616
393,35,-82,RESOURCE_HORSES,2.309388745
411,35,-81,RESOURCE_HORSES,2.37888383
450,35,-79,RESOURCE_HORSES,2.041484913
519,35,-76,RESOURCE_HORSES,2.035028783
NA005,35.43,-114.15,RESOURCE_HORSES,2.21
59,36,-110,RESOURCE_HORSES,2.119936956
61,36,-109,RESOURCE_HORSES,1.998805329
162,36,-97,RESOURCE_HORSES,2.437305337
178,36,-96,RESOURCE_HORSES,2.61834928
194,36,-95,RESOURCE_HORSES,2.48307719
237,36,-92,RESOURCE_HORSES,2.067339041
277,36,-89,RESOURCE_HORSES,1.931420808
290,36,-88,RESOURCE_HORSES,1.99193129
304,36,-87,RESOURCE_HORSES,2.459094058
320,36,-86,RESOURCE_HORSES,2.445283294
339,36,-85,RESOURCE_HORSES,2.08760321
358,36,-84,RESOURCE_HORSES,2.303780247
378,36,-83,RESOURCE_HORSES,2.352860778
394,36,-82,RESOURCE_HORSES,2.061760395
412,36,-81,RESOURCE_HORSES,2.286922373
432,36,-80,RESOURCE_HORSES,2.264858127
451,36,-79,RESOURCE_HORSES,2.219374484
1080,36,-5,RESOURCE_HORSES,2.004726322
NA010,36.12,-117.71,RESOURCE_HORSES,2.21
NA011,36.21,-115.94,RESOURCE_HORSES,2.21
NA070,36.28,-114.57,RESOURCE_HORSES,2.21
NA193,36.37,-75.83,RESOURCE_HORSES,2.21
NA129,36.89,-107.35,RESOURCE_HORSES,2.21
66,37,-108,RESOURCE_HORSES,2.070581648
163,37,-97,RESOURCE_HORSES,2.078127319
179,37,-96,RESOURCE_HORSES,2.464060127
224,37,-93,RESOURCE_HORSES,2.359487837
238,37,-92,RESOURCE_HORSES,2.080696822
278,37,-89,RESOURCE_HORSES,1.98767504
291,37,-88,RESOURCE_HORSES,2.147541663
305,37,-87,RESOURCE_HORSES,2.22051728
359,37,-84,RESOURCE_HORSES,1.981683612
395,37,-82,RESOURCE_HORSES,2.203920242
