identifier,latitude,longitude,resource,taille
779,41.11,107.06,RESOURCE_COPPER,11.87631084
3618,41.12,-74.59,RESOURCE_COPPER,12.43239514
2286,41.12,41.95,RESOURCE_COPPER,11.78396735
1958,41.13,-6.88,RESOURCE_COPPER,12.36785555
1335,41.14,22.97,RESOURCE_COPPER,12.62716173
4017,41.16,-106.04,RESOURCE_COPPER,12.06674736
2187,41.16,-1.19,RESOURCE_COPPER,12.30969816
2199,41.17,0.71,RESOURCE_COPPER,12.30755013
3846,41.2,-114.04,RESOURCE_COPPER,12.11589627
4033,41.21,-107.05,RESOURCE_COPPER,12.05754944
1970,41.3,-7.59,RESOURCE_COPPER,12.6009654
3013,41.31,-72.98,RESOURCE_COPPER,12.46993195
3127,41.32,-70.76,RESOURCE_COPPER,12.37276859
479,41.39,25.2,RESOURCE_COPPER,10.12922773
4026,41.4,-108.29,RESOURCE_COPPER,8.871785969
3853,41.43,-111.97,RESOURCE_COPPER,12.12932658
2198,41.48,2.18,RESOURCE_COPPER,10.92802264
1441,41.49,12.59,RESOURCE_COPPER,12.30930139
3012,41.52,-72.82,RESOURCE_COPPER,12.41339977
3562,41.54,-118.82,RESOURCE_COPPER,11.06046308
2818,41.59,-120.73,RESOURCE_COPPER,10.25579799
848,41.62,93.69,RESOURCE_COPPER,12.16598996
725,41.72,97.14,RESOURCE_COPPER,12.14072313
2819,41.76,-120.2,RESOURCE_COPPER,11.32606563
2771,41.77,-124.15,RESOURCE_COPPER,12.27884902
5,41.77,19.78,RESOURCE_COPPER,12.46110626
3541,41.81,-115.98,RESOURCE_COPPER,10.63270144
2865,41.83,-122.67,RESOURCE_COPPER,12.2897794
1442,41.89,12.7,RESOURCE_COPPER,10.30845254
851,41.9,91.2,RESOURCE_COPPER,12.34469916
3536,41.91,-115.07,RESOURCE_COPPER,10.62373907
4045,41.92,-110.81,RESOURCE_COPPER,12.06655192
477,41.94,25.37,RESOURCE_COPPER,10.13102145
845,41.95,95,RESOURCE_COPPER,11.8781448
3843,41.97,-113.85,RESOURCE_COPPER,12.12028052
1797,41.98,22.19,RESOURCE_COPPER,10.61629029
793,42,124.52,RESOURCE_COPPER,11.06949366
837,42.04,81.89,RESOURCE_COPPER,12.38997628
478,42.06,26.35,RESOURCE_COPPER,10.72271657
3039,42.09,-113.04,RESOURCE_COPPER,11.84296994
480,42.1,23,RESOURCE_COPPER,12.43079096
3030,42.24,-111.51,RESOURCE_COPPER,9.38555339
996,42.26,9.27,RESOURCE_COPPER,10.86793968
852,42.28,89.52,RESOURCE_COPPER,11.87795045
3132,42.32,-71.18,RESOURCE_COPPER,12.37350051
4051,42.33,-104.7,RESOURCE_COPPER,8.925055424
3087,42.33,-89.77,RESOURCE_COPPER,12.03139182
3085,42.33,-88.27,RESOURCE_COPPER,12.26535048
1582,42.34,142.55,RESOURCE_COPPER,11.9793226
481,42.35,24.23,RESOURCE_COPPER,12.23464067
3130,42.36,-71.59,RESOURCE_COPPER,8.878079256
4010,42.39,-105.69,RESOURCE_COPPER,12.06272177
2186,42.4,-0.95,RESOURCE_COPPER,12.22928123
1041,42.5,2.98,RESOURCE_COPPER,12.50504697
3129,42.52,-71.37,RESOURCE_COPPER,12.17507721
4004,42.57,-90.31,RESOURCE_COPPER,10.8548365
3756,42.67,-123.63,RESOURCE_COPPER,11.94068682
486,42.68,23.4,RESOURCE_COPPER,12.40716689
484,42.68,26.32,RESOURCE_COPPER,12.27660566
487,42.7,24.12,RESOURCE_COPPER,12.35279293
1533,42.72,10.43,RESOURCE_COPPER,10.84945358
1585,42.73,142.46,RESOURCE_COPPER,12.13074008
4046,42.76,-104.47,RESOURCE_COPPER,8.896998553
3073,42.77,-116.93,RESOURCE_COPPER,11.85818753
3762,42.82,-119.9,RESOURCE_COPPER,12.61174773
3025,42.86,-112.39,RESOURCE_COPPER,11.84421285
784,42.94,112.76,RESOURCE_COPPER,12.3257073
1721,43,106.85,RESOURCE_COPPER,12.42256211
4035,43.04,-108.63,RESOURCE_COPPER,8.880724576
1523,43.05,10.98,RESOURCE_COPPER,12.58597376
792,43.06,130.64,RESOURCE_COPPER,11.87529516
1586,43.09,141.2,RESOURCE_COPPER,9.490695669
1059,43.17,6.2,RESOURCE_COPPER,12.34700347
2191,43.25,-2.94,RESOURCE_COPPER,12.30969365
3142,43.27,-84.58,RESOURCE_COPPER,11.73954298
1474,43.27,13.35,RESOURCE_COPPER,12.94259057
2188,43.28,-6.31,RESOURCE_COPPER,11.57143019
1557,43.29,11.62,RESOURCE_COPPER,11.74101676
1023,43.36,-1.39,RESOURCE_COPPER,10.8187978
2011,43.36,42.44,RESOURCE_COPPER,12.18020084
4036,43.51,-108.54,RESOURCE_COPPER,12.07595257
1048,43.51,6.91,RESOURCE_COPPER,11.74658948
1535,43.51,10.38,RESOURCE_COPPER,12.92688849
1640,43.53,68.89,RESOURCE_COPPER,10.16531321
1520,43.54,12.02,RESOURCE_COPPER,10.30698406
1037,43.71,3.29,RESOURCE_COPPER,12.49915635
3749,43.72,-121.23,RESOURCE_COPPER,10.00509604
3038,43.72,-113.17,RESOURCE_COPPER,10.72361974
1475,43.72,12.71,RESOURCE_COPPER,12.40801707
3763,43.73,-122.98,RESOURCE_COPPER,11.90691835
855,43.8,83.19,RESOURCE_COPPER,11.88263904
3754,43.86,-119.53,RESOURCE_COPPER,10.33237618
1718,43.87,108.33,RESOURCE_COPPER,12.234456
3043,43.89,-113.68,RESOURCE_COPPER,10.72485203
3596,43.91,-72.14,RESOURCE_COPPER,10.31357529
3031,43.92,-115.78,RESOURCE_COPPER,11.83571886
1044,43.95,2.49,RESOURCE_COPPER,12.48477578
1722,44,106.17,RESOURCE_COPPER,12.23447058
857,44.03,81.71,RESOURCE_COPPER,12.34492113
3809,44.06,-103.47,RESOURCE_COPPER,11.71110397
1056,44.07,7.51,RESOURCE_COPPER,12.43647777
563,44.1,-65.68,RESOURCE_COPPER,8.89233654
3594,44.15,-71.18,RESOURCE_COPPER,8.715880102
457,44.16,18.32,RESOURCE_COPPER,12.48107593
3804,44.2,-103.54,RESOURCE_COPPER,11.71340614
781,44.2,119.27,RESOURCE_COPPER,12.34228918
1031,44.21,4.07,RESOURCE_COPPER,10.37997015
3765,44.22,-121.82,RESOURCE_COPPER,9.900884167
1429,44.22,11.36,RESOURCE_COPPER,12.92524326
1452,44.37,9.47,RESOURCE_COPPER,11.05144541
2081,44.38,21.95,RESOURCE_COPPER,10.20957422
3118,44.39,-68.63,RESOURCE_COPPER,12.74021237
2059,44.39,146.04,RESOURCE_COPPER,11.74310024
1631,44.45,78.43,RESOURCE_COPPER,12.24692184
2045,44.53,135.5,RESOURCE_COPPER,7.876638461
3768,44.55,-122.28,RESOURCE_COPPER,11.92656375
4052,44.57,-107.21,RESOURCE_COPPER,12.0555346
1038,44.59,2.16,RESOURCE_COPPER,12.42147027
1438,44.64,9.85,RESOURCE_COPPER,12.32802918
1439,44.66,9.48,RESOURCE_COPPER,12.17448393
3595,44.69,-71.31,RESOURCE_COPPER,8.680331929
557,44.69,-65.79,RESOURCE_COPPER,12.71881244
1975,44.74,21.7,RESOURCE_COPPER,7.861727078
3901,44.77,-72.52,RESOURCE_COPPER,8.42485858
559,44.8,-62.71,RESOURCE_COPPER,12.22377012
3753,44.87,-119.08,RESOURCE_COPPER,9.79556821
3750,44.89,-118.27,RESOURCE_COPPER,11.93016762
579,44.92,-77.89,RESOURCE_COPPER,12.33067239
3740,44.96,-117.4,RESOURCE_COPPER,11.92650423
1980,45,29.03,RESOURCE_COPPER,12.44079688
4008,45.02,-92.67,RESOURCE_COPPER,12.47696963
3485,45.06,-109.96,RESOURCE_COPPER,12.00292165
535,45.08,-66.86,RESOURCE_COPPER,12.59211026
754,45.09,130.78,RESOURCE_COPPER,11.07490101
1480,45.16,7.49,RESOURCE_COPPER,12.44408905
3421,45.19,-113.59,RESOURCE_COPPER,11.99783002
979,45.24,3.25,RESOURCE_COPPER,10.73941386
980,45.24,4.3,RESOURCE_COPPER,10.85957575
3019,45.25,-116.33,RESOURCE_COPPER,10.72137131
3474,45.29,-111.96,RESOURCE_COPPER,12.00813377
3420,45.3,-113.02,RESOURCE_COPPER,12.01345224
550,45.3,-64.78,RESOURCE_COPPER,12.38463297
554,45.38,-64.1,RESOURCE_COPPER,11.14978682
856,45.4,84.44,RESOURCE_COPPER,12.3559614
1563,45.42,12.26,RESOURCE_COPPER,11.62628094
2006,45.43,36.47,RESOURCE_COPPER,12.71725421
4007,45.44,-91.12,RESOURCE_COPPER,8.410943392
4003,45.47,-88.92,RESOURCE_COPPER,10.15397386
3044,45.56,-116.44,RESOURCE_COPPER,11.82099823
600,45.71,-72.16,RESOURCE_COPPER,12.36910095
3138,45.8,-87.91,RESOURCE_COPPER,11.74386257
3514,45.82,-112.46,RESOURCE_COPPER,12.00873085
1021,45.83,1.53,RESOURCE_COPPER,9.456027888
538,45.84,-64.53,RESOURCE_COPPER,12.4429179
1422,45.87,7.41,RESOURCE_COPPER,12.14836938
3439,45.95,-113.57,RESOURCE_COPPER,12.01228156
598,46.01,-71.38,RESOURCE_COPPER,11.88663843
1350,46.03,18.25,RESOURCE_COPPER,10.20846912
1019,46.04,1.08,RESOURCE_COPPER,11.89847354
3068,46.07,-116.71,RESOURCE_COPPER,11.83547262
2119,46.09,14.26,RESOURCE_COPPER,12.42393829
1491,46.11,8.54,RESOURCE_COPPER,12.79753311
986,46.13,4.51,RESOURCE_COPPER,10.67703891
1515,46.15,11.1,RESOURCE_COPPER,12.44197051
981,46.17,3.86,RESOURCE_COPPER,12.41709098
977,46.18,2.95,RESOURCE_COPPER,10.736201
3956,46.19,-122.68,RESOURCE_COPPER,12.2790675
3220,46.21,-88.53,RESOURCE_COPPER,10.04433586
1559,46.21,11.97,RESOURCE_COPPER,12.91184479
854,46.25,90.39,RESOURCE_COPPER,12.34895146
3977,46.31,-122.09,RESOURCE_COPPER,11.16833436
3987,46.31,-90.68,RESOURCE_COPPER,12.18277331
1487,46.33,8.24,RESOURCE_COPPER,12.62503953
3401,46.36,-94.05,RESOURCE_COPPER,12.18461916
4000,46.39,-91.8,RESOURCE_COPPER,12.8987147
2262,46.39,9.65,RESOURCE_COPPER,12.74018013
3139,46.41,-89.7,RESOURCE_COPPER,10.0812571
3463,46.42,-113.09,RESOURCE_COPPER,12.01520265
1974,46.48,22.58,RESOURCE_COPPER,12.44279163
586,46.49,-81.07,RESOURCE_COPPER,12.25644251
3339,46.5,-87.38,RESOURCE_COPPER,12.43853266
3040,46.52,-116.42,RESOURCE_COPPER,11.87406244
3997,46.57,-91.87,RESOURCE_COPPER,12.0456926
599,46.65,-70.19,RESOURCE_COPPER,11.96802483
3141,46.67,-90,RESOURCE_COPPER,12.36187482
3471,46.68,-112.07,RESOURCE_COPPER,12.00579687
1511,46.7,11.42,RESOURCE_COPPER,12.46807146
853,46.76,89.68,RESOURCE_COPPER,11.87739495
3483,46.78,-113.66,RESOURCE_COPPER,11.99606741
3480,46.8,-113.45,RESOURCE_COPPER,11.98441549
2264,46.84,9.83,RESOURCE_COPPER,11.80539357
3973,46.86,-122.3,RESOURCE_COPPER,11.15007434
542,46.91,-55.47,RESOURCE_COPPER,12.58592931
3049,46.96,-116.75,RESOURCE_COPPER,11.83200446
1635,46.99,74.99,RESOURCE_COPPER,12.23553921
316,47.07,13.43,RESOURCE_COPPER,12.36195611
2265,47.08,9.29,RESOURCE_COPPER,12.16368171
371,47.08,15.44,RESOURCE_COPPER,12.6337199
574,47.09,-84.51,RESOURCE_COPPER,12.44827737
573,47.09,-84.5,RESOURCE_COPPER,12.1835049
3166,47.13,-88.57,RESOURCE_COPPER,12.61745024
1359,47.13,18.39,RESOURCE_COPPER,11.12143722
3187,47.24,-88.4,RESOURCE_COPPER,12.92025209
3429,47.27,-104.9,RESOURCE_COPPER,12.18321847
595,47.37,-79.77,RESOURCE_COPPER,12.50568452
537,47.41,-65.82,RESOURCE_COPPER,9.094368196
302,47.41,16.37,RESOURCE_COPPER,12.44474303
3944,47.43,-120.85,RESOURCE_COPPER,12.92005868
408,47.43,11.88,RESOURCE_COPPER,12.41758077
384,47.47,14.33,RESOURCE_COPPER,12.4384217
385,47.52,14.43,RESOURCE_COPPER,12.4230452
3045,47.54,-116.65,RESOURCE_COPPER,11.85035439
3399,47.54,-90.9,RESOURCE_COPPER,11.96749815
337,47.55,16.23,RESOURCE_COPPER,12.46319628
338,47.58,13.34,RESOURCE_COPPER,10.90791736
2489,47.63,38.27,RESOURCE_COPPER,12.51333673
3491,47.67,-115.13,RESOURCE_COPPER,12.24772789
1081,47.68,8.32,RESOURCE_COPPER,12.29158957
365,47.74,15.44,RESOURCE_COPPER,12.39725896
3404,47.75,-91.82,RESOURCE_COPPER,12.02408903
590,47.75,-85.81,RESOURCE_COPPER,10.27422318
3962,47.9,-122.72,RESOURCE_COPPER,12.59286788
3981,47.91,-121.43,RESOURCE_COPPER,11.78948086
1364,47.91,19.95,RESOURCE_COPPER,12.26293963
3982,48.04,-121.55,RESOURCE_COPPER,12.38576993
3958,48.06,-118.69,RESOURCE_COPPER,9.963076344
3290,48.11,-88.55,RESOURCE_COPPER,10.42394663
3034,48.12,-116.34,RESOURCE_COPPER,11.8333772
1047,48.13,-0.09,RESOURCE_COPPER,10.27073145
2483,48.15,25.26,RESOURCE_COPPER,12.5137191
2492,48.15,30.14,RESOURCE_COPPER,12.58129502
1638,48.17,67.39,RESOURCE_COPPER,10.93183831
1003,48.21,7.14,RESOURCE_COPPER,12.75137216
2497,48.21,22.64,RESOURCE_COPPER,9.787908337
989,48.23,-4.43,RESOURCE_COPPER,10.97613225
988,48.29,-2.93,RESOURCE_COPPER,10.94975336
3972,48.32,-120.16,RESOURCE_COPPER,9.651365655
3983,48.32,-117.66,RESOURCE_COPPER,9.808187373
2091,48.35,18.9,RESOURCE_COPPER,12.94368398
529,48.36,-123.69,RESOURCE_COPPER,10.13626455
755,48.37,130.27,RESOURCE_COPPER,11.88066794
1719,48.41,91.95,RESOURCE_COPPER,10.17187212
1720,48.53,91.91,RESOURCE_COPPER,11.88883817
3473,48.54,-115.41,RESOURCE_COPPER,12.17538661
991,48.58,-4.02,RESOURCE_COPPER,11.59396153
1632,48.58,85.17,RESOURCE_COPPER,12.48962997
3970,48.61,-120.38,RESOURCE_COPPER,10.00802773
589,48.69,-88.58,RESOURCE_COPPER,9.757710053
588,48.7,-85.92,RESOURCE_COPPER,10.17983058
2085,48.75,19.38,RESOURCE_COPPER,12.46831383
592,48.77,-90.92,RESOURCE_COPPER,12.62153099
2108,48.78,20.5,RESOURCE_COPPER,12.88278044
2099,48.78,20.62,RESOURCE_COPPER,12.9158901
593,48.81,-87.97,RESOURCE_COPPER,10.2742922
2118,48.85,18.35,RESOURCE_COPPER,11.74794225
2491,48.9,32.25,RESOURCE_COPPER,12.39018427
3035,48.97,-116.39,RESOURCE_COPPER,11.85811672
591,48.98,-87.36,RESOURCE_COPPER,12.40359475
541,48.98,-58.25,RESOURCE_COPPER,12.48685849
1724,49.02,104.12,RESOURCE_COPPER,10.17179566
1244,49.16,8,RESOURCE_COPPER,9.760021258
498,49.19,-118.61,RESOURCE_COPPER,12.94255466
1104,49.2,13.08,RESOURCE_COPPER,11.50000232
527,49.26,-125.98,RESOURCE_COPPER,12.23754224
1093,49.28,8.69,RESOURCE_COPPER,12.5223604
783,49.3,121.5,RESOURCE_COPPER,12.33940964
522,49.34,-120.56,RESOURCE_COPPER,11.7187031
933,49.36,16.41,RESOURCE_COPPER,12.10047321
1986,49.38,88.07,RESOURCE_COPPER,12.16816827
1107,49.42,12.16,RESOURCE_COPPER,9.61460476
1248,49.47,6.86,RESOURCE_COPPER,11.71599691
1214,49.52,8.06,RESOURCE_COPPER,12.94573359
1944,49.52,22.35,RESOURCE_COPPER,11.95998027
583,49.53,-92.34,RESOURCE_COPPER,12.44691858
998,49.55,4.87,RESOURCE_COPPER,11.70347144
581,49.59,-94.96,RESOURCE_COPPER,12.45513732
580,49.6,-94.47,RESOURCE_COPPER,12.72977994
530,49.61,-123.14,RESOURCE_COPPER,9.090993614
915,49.61,14.03,RESOURCE_COPPER,8.637993892
1725,49.63,92.96,RESOURCE_COPPER,12.42412727
602,49.68,-78.95,RESOURCE_COPPER,12.24486538
1117,49.71,8.72,RESOURCE_COPPER,12.38165068
931,49.82,15.88,RESOURCE_COPPER,12.44099456
1636,49.82,74,RESOURCE_COPPER,7.707512195
1717,49.87,89.62,RESOURCE_COPPER,10.17183389
539,49.89,-55.62,RESOURCE_COPPER,10.13689822
603,49.9,-74.21,RESOURCE_COPPER,12.51488734
912,49.93,15.26,RESOURCE_COPPER,12.33231315
2320,50,-5.17,RESOURCE_COPPER,12.51464499
2077,50.07,118.23,RESOURCE_COPPER,8.613593686
1923,50.1,19.58,RESOURCE_COPPER,11.70457835
923,50.12,12.8,RESOURCE_COPPER,11.95563498
528,50.14,-125.42,RESOURCE_COPPER,6.208590026
2393,50.15,-5.69,RESOURCE_COPPER,12.31025697
1637,50.16,76.16,RESOURCE_COPPER,12.24695544
751,50.2,126.75,RESOURCE_COPPER,12.32630158
929,50.23,17.39,RESOURCE_COPPER,12.44961472
753,50.24,125.79,RESOURCE_COPPER,11.88065409
436,50.27,5.91,RESOURCE_COPPER,12.59945842
1633,50.36,83.54,RESOURCE_COPPER,9.874522074
1097,50.39,11.73,RESOURCE_COPPER,12.36903723
1197,50.42,6.91,RESOURCE_COPPER,12.47916759
1314,50.46,11.44,RESOURCE_COPPER,11.95708551
504,50.49,-121,RESOURCE_COPPER,12.23769243
437,50.5,5.05,RESOURCE_COPPER,5.645446898
2072,50.5,94.75,RESOURCE_COPPER,12.64520783
2433,50.53,-4.16,RESOURCE_COPPER,12.46895601
1292,50.53,13,RESOURCE_COPPER,12.32049448
1630,50.6,58.25,RESOURCE_COPPER,12.13092336
2426,50.61,-3.36,RESOURCE_COPPER,8.394347361
1184,50.65,7.26,RESOURCE_COPPER,12.32086455
924,50.67,15.3,RESOURCE_COPPER,12.27331999
935,50.69,13.83,RESOURCE_COPPER,10.43128828
500,50.71,-120.6,RESOURCE_COPPER,12.94526098
1300,50.71,12.48,RESOURCE_COPPER,12.60654196
434,50.74,5.97,RESOURCE_COPPER,11.72022415
750,50.82,125.58,RESOURCE_COPPER,11.88845357
2040,50.83,59.32,RESOURCE_COPPER,12.18160576
1945,50.84,20.37,RESOURCE_COPPER,7.852827812
1183,50.87,7.71,RESOURCE_COPPER,11.97040727
1935,50.9,16.88,RESOURCE_COPPER,12.4667971
2494,50.91,26.24,RESOURCE_COPPER,12.94155108
1946,50.93,20.54,RESOURCE_COPPER,12.41912546
1929,50.94,15.97,RESOURCE_COPPER,12.71839615
2074,50.97,40.23,RESOURCE_COPPER,12.6530667
1134,50.98,9.87,RESOURCE_COPPER,12.39077886
2428,50.99,-4.53,RESOURCE_COPPER,12.43199234
510,51.13,-122.61,RESOURCE_COPPER,12.23785228
2439,51.21,-2.49,RESOURCE_COPPER,12.41865664
1983,51.22,82.3,RESOURCE_COPPER,7.870929597
521,51.24,-118.12,RESOURCE_COPPER,12.44371853
2482,51.31,32.34,RESOURCE_COPPER,12.62132305
503,51.44,-120.09,RESOURCE_COPPER,9.843153513
1157,51.45,8.84,RESOURCE_COPPER,11.89541532
1984,51.47,81.49,RESOURCE_COPPER,12.16665071
499,51.5,-119.83,RESOURCE_COPPER,12.62014395
582,51.51,-90.35,RESOURCE_COPPER,10.13602683
1985,51.58,81.59,RESOURCE_COPPER,12.57640441
1260,51.61,11.59,RESOURCE_COPPER,12.44246011
1262,51.63,11.5,RESOURCE_COPPER,12.89462679
782,51.63,120.63,RESOURCE_COPPER,11.96454234
1629,51.79,69.9,RESOURCE_COPPER,12.63927937
1141,51.83,10.39,RESOURCE_COPPER,12.92740147
1414,51.9,-9.49,RESOURCE_COPPER,12.32204961
1943,52.03,20.94,RESOURCE_COPPER,11.57323945
1415,52.04,-9.54,RESOURCE_COPPER,7.626082758
1996,52.13,101.08,RESOURCE_COPPER,12.73917724
1419,52.14,-7.35,RESOURCE_COPPER,10.77373435
2506,52.17,-174.64,RESOURCE_COPPER,12.20856454
2481,52.22,-3.11,RESOURCE_COPPER,8.609954671
2478,52.46,-3.63,RESOURCE_COPPER,12.4428232
494,52.63,-121.64,RESOURCE_COPPER,12.60050714
2075,52.67,119.72,RESOURCE_COPPER,12.65364213
2435,52.76,-1.28,RESOURCE_COPPER,8.53640741
1411,52.83,-6.28,RESOURCE_COPPER,12.73981663
2469,52.83,-3.89,RESOURCE_COPPER,12.31741275
2017,52.9,158.7,RESOURCE_COPPER,12.9135122
1639,52.99,63.17,RESOURCE_COPPER,7.709756864
1992,53.09,57.47,RESOURCE_COPPER,12.23640299
2425,53.12,-1.55,RESOURCE_COPPER,12.24113086
1406,53.17,-8.37,RESOURCE_COPPER,7.630461262
2020,53.2,90.41,RESOURCE_COPPER,12.61839088
749,53.2,121.87,RESOURCE_COPPER,11.88848104
2073,53.43,96.67,RESOURCE_COPPER,12.16502667
2025,53.56,90.87,RESOURCE_COPPER,12.5163659
1991,53.68,58.67,RESOURCE_COPPER,10.41774727
514,53.8,-127.44,RESOURCE_COPPER,12.23784259
2010,54,98.33,RESOURCE_COPPER,12.64626441
1303,54.18,7.88,RESOURCE_COPPER,12.36246937
1988,54.47,122.98,RESOURCE_COPPER,12.18497158
2416,54.58,-3.19,RESOURCE_COPPER,8.982309899
2414,54.71,-1.46,RESOURCE_COPPER,10.81073754
2444,54.73,-5.85,RESOURCE_COPPER,12.41022908
531,54.76,-101.88,RESOURCE_COPPER,9.322060622
517,54.81,-126.89,RESOURCE_COPPER,12.23782806
2413,54.83,-1.88,RESOURCE_COPPER,12.22470302
2028,54.9,95.46,RESOURCE_COPPER,9.196647045
511,55,-126.23,RESOURCE_COPPER,12.18143153
2542,55.06,-132.13,RESOURCE_COPPER,12.19167449
512,55.12,-124.03,RESOURCE_COPPER,12.23782322
516,55.14,-127.6,RESOURCE_COPPER,12.94072639
2505,55.19,-160.56,RESOURCE_COPPER,12.13572529
2014,55.24,157.68,RESOURCE_COPPER,12.63807257
2543,55.26,-132.62,RESOURCE_COPPER,12.1963152
1987,55.26,124.77,RESOURCE_COPPER,12.61682376
607,55.33,-105.17,RESOURCE_COPPER,12.45934183
2448,55.41,-3.81,RESOURCE_COPPER,8.446770727
2540,55.53,-132.67,RESOURCE_COPPER,12.19344323
2459,55.78,-4.52,RESOURCE_COPPER,8.454892165
2460,55.8,-4.46,RESOURCE_COPPER,10.35777457
2445,55.88,-6.12,RESOURCE_COPPER,8.469052816
2012,56.1,160.7,RESOURCE_COPPER,8.631235907
526,56.11,-129.9,RESOURCE_COPPER,10.21833479
2001,56.13,60.26,RESOURCE_COPPER,12.43845737
2027,56.25,90.45,RESOURCE_COPPER,11.95946214
2458,56.28,-3.4,RESOURCE_COPPER,8.003697339
2076,56.58,118.5,RESOURCE_COPPER,7.929486523
2452,57,-6.33,RESOURCE_COPPER,12.23585958
519,57.01,-126.75,RESOURCE_COPPER,12.23756162
2063,57.06,60.91,RESOURCE_COPPER,9.074520649
509,57.13,-131.45,RESOURCE_COPPER,12.18418996
2220,57.41,15.23,RESOURCE_COPPER,11.01275949
2454,57.42,-6.74,RESOURCE_COPPER,7.990915463
2057,57.65,119.88,RESOURCE_COPPER,12.18273749
2218,57.75,14.17,RESOURCE_COPPER,9.271059107
2066,57.77,59.31,RESOURCE_COPPER,7.938802248
2068,57.9,59.91,RESOURCE_COPPER,12.24755042
2217,58.1,14.57,RESOURCE_COPPER,8.062117583
2235,58.16,16.42,RESOURCE_COPPER,8.058643712
1801,58.22,8.04,RESOURCE_COPPER,10.39283414
2008,58.34,119.08,RESOURCE_COPPER,12.71934827
1800,58.43,8.96,RESOURCE_COPPER,7.806696373
2513,58.88,-135.1,RESOURCE_COPPER,12.19691585
1840,58.88,9.42,RESOURCE_COPPER,9.540435173
2029,58.97,152.68,RESOURCE_COPPER,12.23633508
2232,59.24,15.02,RESOURCE_COPPER,12.30187816
1860,59.26,9.65,RESOURCE_COPPER,12.4959735
1872,59.45,10.63,RESOURCE_COPPER,12.26235846
1851,59.46,8.38,RESOURCE_COPPER,12.39947838
1830,59.52,10.28,RESOURCE_COPPER,12.37452767
1858,59.53,8.45,RESOURCE_COPPER,12.37518231
2514,59.54,-150.47,RESOURCE_COPPER,12.20646757
605,59.55,-108.55,RESOURCE_COPPER,6.43775165
493,59.66,-137.72,RESOURCE_COPPER,12.38441965
2070,59.76,60.01,RESOURCE_COPPER,11.74055494
2238,59.79,12.2,RESOURCE_COPPER,12.5104754
2240,59.83,14.11,RESOURCE_COPPER,12.48455629
2246,59.92,12.73,RESOURCE_COPPER,9.905186109
2018,60.02,93.32,RESOURCE_COPPER,12.16503709
2234,60.05,14.77,RESOURCE_COPPER,10.34656952
2603,60.07,-142.46,RESOURCE_COPPER,12.2210253
2517,60.08,-153.91,RESOURCE_COPPER,12.20759149
2252,60.08,15.95,RESOURCE_COPPER,12.46882145
974,60.17,25.05,RESOURCE_COPPER,12.40297078
2599,60.22,-147.76,RESOURCE_COPPER,12.21825316
973,60.24,23.52,RESOURCE_COPPER,12.17298111
1869,60.25,10.65,RESOURCE_COPPER,12.37522875
2512,60.41,-158.12,RESOURCE_COPPER,12.20569758
975,60.55,23.91,RESOURCE_COPPER,12.45990834
2580,60.57,-145.72,RESOURCE_COPPER,12.19124831
2461,60.78,-0.89,RESOURCE_COPPER,9.840867191
2581,60.87,-146.57,RESOURCE_COPPER,12.19321534
1344,60.88,-48.11,RESOURCE_COPPER,9.403437002
2508,60.89,-149.04,RESOURCE_COPPER,12.20291266
2515,60.91,-149.59,RESOURCE_COPPER,12.18792904
2593,61.23,-142.53,RESOURCE_COPPER,12.22113366
2054,61.25,137.5,RESOURCE_COPPER,12.33845087
1863,61.29,7.81,RESOURCE_COPPER,10.54106917
2052,61.3,34.37,RESOURCE_COPPER,12.61962827
2215,61.34,15.9,RESOURCE_COPPER,9.281078386
609,61.38,-139.23,RESOURCE_COPPER,12.36983555
2590,61.42,-142.35,RESOURCE_COPPER,12.20392033
963,61.53,-6.83,RESOURCE_COPPER,12.42360046
2566,61.56,-143.4,RESOURCE_COPPER,12.19825214
610,61.56,-136.71,RESOURCE_COPPER,12.43061122
1804,61.6,8.11,RESOURCE_COPPER,12.38475007
2578,61.65,-143.72,RESOURCE_COPPER,12.21977829
971,61.65,24.16,RESOURCE_COPPER,9.179778066
2558,61.67,-141.67,RESOURCE_COPPER,12.21722522
972,61.69,22.69,RESOURCE_COPPER,12.46119149
543,61.78,-113.74,RESOURCE_COPPER,12.58537857
2528,61.79,-149.05,RESOURCE_COPPER,12.20096462
2531,61.91,-152.92,RESOURCE_COPPER,12.20697224
611,62,-140.67,RESOURCE_COPPER,12.26399715
2047,62.19,34.23,RESOURCE_COPPER,12.79764381
2051,62.3,35.52,RESOURCE_COPPER,12.60429828
2050,62.36,35.44,RESOURCE_COPPER,7.925157512
2533,62.46,-151.03,RESOURCE_COPPER,12.22078883
1815,62.47,9.61,RESOURCE_COPPER,9.367685943
547,62.52,-114.2,RESOURCE_COPPER,12.40679879
2555,62.53,-142.89,RESOURCE_COPPER,12.21294895
1817,62.56,11.79,RESOURCE_COPPER,12.38527267
612,62.62,-137.25,RESOURCE_COPPER,12.32627941
2031,62.71,156.1,RESOURCE_COPPER,12.94437482
2579,62.74,-144,RESOURCE_COPPER,12.22064594
608,62.74,-138.83,RESOURCE_COPPER,12.23748894
1816,63.04,9.68,RESOURCE_COPPER,9.550377675
2549,63.17,-144.8,RESOURCE_COPPER,12.21967472
2511,63.21,-151.17,RESOURCE_COPPER,12.20387022
